@relation InstanceResultListener

@attribute Key_Dataset {pacman-weka.filters.unsupervised.attribute.Remove-R32}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.bayes.NaiveBayes,weka.classifiers.rules.PART,weka.classifiers.rules.OneR,weka.classifiers.lazy.IBk,weka.classifiers.trees.RandomForest}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-U -M 2','','-B 6','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1'}
@attribute Key_Scheme_version_ID {-217733168393644444,5995231201785697655,8121455039782598361,-3459427003147861443,-3080186098777067172,1116839470751428698}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 204\nSize of the tree: 407\n','Number of leaves: 201\nSize of the tree: 401\n','Number of leaves: 199\nSize of the tree: 397\n','Number of leaves: 197\nSize of the tree: 393\n','Number of leaves: 194\nSize of the tree: 387\n','Number of leaves: 207\nSize of the tree: 413\n','Number of leaves: 218\nSize of the tree: 435\n','Number of leaves: 206\nSize of the tree: 411\n','Number of leaves: 173\nSize of the tree: 345\n','Number of leaves: 226\nSize of the tree: 451\n','Number of leaves: 208\nSize of the tree: 415\n','Number of leaves: 209\nSize of the tree: 417\n','Number of leaves: 196\nSize of the tree: 391\n','Number of leaves: 192\nSize of the tree: 383\n','Number of leaves: 210\nSize of the tree: 419\n','Number of leaves: 172\nSize of the tree: 343\n','Number of leaves: 205\nSize of the tree: 409\n','Number of leaves: 188\nSize of the tree: 375\n','Number of leaves: 221\nSize of the tree: 441\n','Number of leaves: 212\nSize of the tree: 423\n','Number of leaves: 211\nSize of the tree: 421\n','Number of leaves: 202\nSize of the tree: 403\n','Number of leaves: 213\nSize of the tree: 425\n','Number of leaves: 215\nSize of the tree: 429\n','Number of leaves: 200\nSize of the tree: 399\n','Number of leaves: 190\nSize of the tree: 379\n','Number of leaves: 198\nSize of the tree: 395\n','Number of leaves: 216\nSize of the tree: 431\n','Number of leaves: 185\nSize of the tree: 369\n','Number of leaves: 195\nSize of the tree: 389\n','Number of leaves: 214\nSize of the tree: 427\n','Number of leaves: 187\nSize of the tree: 373\n','Number of leaves: 203\nSize of the tree: 405\n','Number of leaves: 220\nSize of the tree: 439\n','Number of leaves: 225\nSize of the tree: 449\n','Number of leaves: 191\nSize of the tree: 381\n','Number of leaves: 223\nSize of the tree: 445\n','Number of leaves: 183\nSize of the tree: 365\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 122\nSize of the tree: 243\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 111\nSize of the tree: 221\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 116\nSize of the tree: 231\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 112\nSize of the tree: 223\n','Number of leaves: 117\nSize of the tree: 233\n','Number of leaves: 113\nSize of the tree: 225\n','Number of leaves: 110\nSize of the tree: 219\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 118\nSize of the tree: 235\n','Number of leaves: 132\nSize of the tree: 263\n','Number of leaves: 121\nSize of the tree: 241\n','Number of leaves: 115\nSize of the tree: 229\n','Number of leaves: 251\nSize of the tree: 501\n','Number of leaves: 257\nSize of the tree: 513\n','Number of leaves: 274\nSize of the tree: 547\n','Number of leaves: 247\nSize of the tree: 493\n','Number of leaves: 261\nSize of the tree: 521\n','Number of leaves: 252\nSize of the tree: 503\n','Number of leaves: 271\nSize of the tree: 541\n','Number of leaves: 266\nSize of the tree: 531\n','Number of leaves: 248\nSize of the tree: 495\n','Number of leaves: 253\nSize of the tree: 505\n','Number of leaves: 258\nSize of the tree: 515\n','Number of leaves: 281\nSize of the tree: 561\n','Number of leaves: 265\nSize of the tree: 529\n','Number of leaves: 250\nSize of the tree: 499\n','Number of leaves: 264\nSize of the tree: 527\n','Number of leaves: 246\nSize of the tree: 491\n','Number of leaves: 269\nSize of the tree: 537\n','Number of leaves: 259\nSize of the tree: 517\n','Number of leaves: 245\nSize of the tree: 489\n','Number of leaves: 262\nSize of the tree: 523\n','Number of leaves: 263\nSize of the tree: 525\n','Number of leaves: 270\nSize of the tree: 539\n','Number of leaves: 278\nSize of the tree: 555\n','Number of leaves: 283\nSize of the tree: 565\n','Number of leaves: 254\nSize of the tree: 507\n','Number of leaves: 268\nSize of the tree: 535\n','Number of leaves: 249\nSize of the tree: 497\n','Number of leaves: 255\nSize of the tree: 509\n','Number of leaves: 256\nSize of the tree: 511\n','Number of leaves: 267\nSize of the tree: 533\n','Number of leaves: 243\nSize of the tree: 485\n','Number of leaves: 275\nSize of the tree: 549\n','Number of leaves: 244\nSize of the tree: 487\n','Number of leaves: 260\nSize of the tree: 519\n','Number of leaves: 273\nSize of the tree: 545\n','Number of leaves: 272\nSize of the tree: 543\n','Number of leaves: 239\nSize of the tree: 477\n','Number of rules: 73\n','Number of rules: 67\n','Number of rules: 68\n','Number of rules: 72\n','Number of rules: 77\n','Number of rules: 79\n','Number of rules: 81\n','Number of rules: 71\n','Number of rules: 65\n','Number of rules: 78\n','Number of rules: 66\n','Number of rules: 69\n','Number of rules: 75\n','Number of rules: 83\n','Number of rules: 76\n','Number of rules: 74\n','Number of rules: 70\n','Number of rules: 82\n','Number of rules: 165\n','Number of rules: 186\n','Number of rules: 169\n','Number of rules: 174\n','Number of rules: 167\n','Number of rules: 178\n','Number of rules: 176\n','Number of rules: 149\n','Number of rules: 168\n','Number of rules: 164\n','Number of rules: 170\n','Number of rules: 151\n','Number of rules: 163\n','Number of rules: 187\n','Number of rules: 172\n','Number of rules: 171\n','Number of rules: 158\n','Number of rules: 166\n','Number of rules: 161\n','Number of rules: 184\n','Number of rules: 160\n','Number of rules: 162\n','Number of rules: 181\n','Number of rules: 192\n','Number of rules: 175\n','Number of rules: 182\n','Number of rules: 156\n','Number of rules: 177\n','Number of rules: 159\n','Number of rules: 179\n','Number of rules: 157\n','Number of rules: 152\n','Number of rules: 173\n','Number of rules: 180\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
pacman-weka.filters.unsupervised.attribute.Remove-R32,7,4,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,61,27,0,69.318182,30.681818,0,0.594332,0.127847,0.32764,41.924773,83.999122,188.964228,15082.469911,-14893.505683,2.147321,171.391704,-169.244383,119.28627,1.355526,63.126376,0.631579,12,0.057971,4,0.942029,65,0.368421,7,0.75,0.631579,0.685714,0.611914,0.860793,0.64516,0.693182,0.101165,0.898835,0.306818,0.70836,0.693182,0.690659,0.602859,0.856253,0.655691,0.724153,0.693182,0.015,0,0.015625,0,15.625,0,52797,229632,28707,81.818182,28.863636,'Number of leaves: 99\nSize of the tree: 197\n',197,99,99,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,7,5,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,65,23,0,73.863636,26.136364,0,0.65857,0.112724,0.299186,36.965484,76.704206,188.964228,12923.041574,-12734.077346,2.147321,146.852745,-144.705424,132.388959,1.50442,70.060328,0.789474,15,0.115942,8,0.884058,61,0.210526,4,0.652174,0.789474,0.714286,0.630723,0.860031,0.642605,0.738636,0.086613,0.913387,0.261364,0.755991,0.738636,0.735332,0.656218,0.882599,0.725613,0.789819,0.738636,0.018,0,0.015625,0,15.625,0,57637,229632,28707,86.363636,28.409091,'Number of leaves: 109\nSize of the tree: 217\n',217,109,109,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,7,6,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,67,21,0,76.136364,23.863636,0,0.684211,0.108463,0.299752,35.568262,76.849226,188.964228,15065.852258,-14876.888029,2.147321,171.202867,-169.055546,131.309087,1.492149,69.48886,0.684211,13,0.072464,5,0.927536,64,0.315789,6,0.722222,0.684211,0.702703,0.624005,0.858886,0.6515,0.761364,0.084007,0.915993,0.238636,0.764657,0.761364,0.76056,0.682178,0.861568,0.672553,0.796518,0.761364,0.017,0,0.015625,0,15.625,0,57153,229632,28707,81.818182,26.363636,'Number of leaves: 108\nSize of the tree: 215\n',215,108,108,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,7,7,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,65,23,0,73.863636,26.136364,0,0.654017,0.120499,0.318698,39.515111,81.706546,188.964228,19355.686806,-19166.722578,2.147321,219.950986,-217.803666,123.908604,1.408052,65.572519,0.894737,17,0.072464,5,0.927536,64,0.105263,2,0.772727,0.894737,0.829268,0.781329,0.899695,0.656367,0.738636,0.089728,0.910272,0.261364,0.751127,0.738636,0.719914,0.653301,0.81996,0.614349,0.734788,0.738636,0.016,0,0.015625,0,15.625,0,57153,229632,28707,78.409091,26.818182,'Number of leaves: 108\nSize of the tree: 215\n',215,108,108,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,7,8,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,66,22,0,75,25,0,0.674731,0.106532,0.298249,34.825539,76.195077,191.40365,12926.787069,-12735.383418,2.175041,146.895308,-144.720266,134.382454,1.527073,70.20893,0.789474,15,0.101449,7,0.898551,62,0.210526,4,0.681818,0.789474,0.731707,0.653765,0.848207,0.614191,0.75,0.075534,0.924466,0.25,0.752335,0.75,0.747375,0.673392,0.883782,0.720684,0.764557,0.75,0.016,0,0.015625,0,15.625,0,58121,229632,28707,82.954545,25.454545,'Number of leaves: 110\nSize of the tree: 219\n',219,110,110,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,7,9,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,74,14,0,84.090909,15.909091,0,0.792941,0.079421,0.233286,25.962889,59.598612,191.40365,8615.56799,-8424.164339,2.175041,97.904182,-95.72914,150.530223,1.710571,78.64543,0.736842,14,0.072464,5,0.927536,64,0.263158,5,0.736842,0.736842,0.736842,0.664378,0.892067,0.747541,0.840909,0.044614,0.955386,0.159091,0.844494,0.840909,0.841774,0.796162,0.929982,0.851346,0.854586,0.840909,0.016,0,0.03125,0,31.25,0,58605,229632,28707,89.772727,28.181818,'Number of leaves: 111\nSize of the tree: 221\n',221,111,111,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,7,10,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,69,19,0,78.409091,21.590909,0,0.718566,0.1002,0.279597,32.755606,71.429942,191.40365,12914.743788,-12723.340137,2.175041,146.758452,-144.583411,139.816073,1.588819,73.047757,0.736842,14,0.028986,2,0.971014,67,0.263158,5,0.875,0.736842,0.8,0.755128,0.86537,0.733507,0.784091,0.068879,0.931121,0.215909,0.793222,0.784091,0.784702,0.718448,0.883522,0.729602,0.815056,0.784091,0.015,0,0.015625,0,15.625,0,52797,229632,28707,86.363636,29.772727,'Number of leaves: 99\nSize of the tree: 197\n',197,99,99,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,1,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,792,89,70,19,0,78.651685,21.348315,0,0.721325,0.099224,0.27872,32.452328,71.244455,193.280535,15055.812311,-14862.531776,2.171691,169.16643,-166.994739,142.131404,1.596982,73.536325,0.894737,17,0.071429,5,0.928571,65,0.105263,2,0.772727,0.894737,0.829268,0.782059,0.903759,0.696896,0.786517,0.068249,0.931751,0.213483,0.787059,0.786517,0.78531,0.717593,0.8736,0.713213,0.814118,0.786517,0.015,0,0.015625,0,15.625,0,55217,229347,28992,84.269663,28.314607,'Number of leaves: 104\nSize of the tree: 207\n',207,104,104,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,2,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,65,23,0,73.863636,26.136364,0,0.656425,0.109123,0.308939,35.784706,79.204516,188.964228,19347.544211,-19158.579983,2.147321,219.858457,-217.711136,131.492977,1.494238,69.586174,0.684211,13,0.014493,1,0.985507,68,0.315789,6,0.928571,0.684211,0.787879,0.753379,0.903127,0.79119,0.738636,0.087337,0.912663,0.261364,0.765127,0.738636,0.742773,0.662893,0.84875,0.668253,0.783258,0.738636,0.017,0,0.015625,0,15.625,0,56185,229632,28707,79.545455,24.545455,'Number of leaves: 106\nSize of the tree: 211\n',211,106,106,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,3,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,69,19,0,78.409091,21.590909,0,0.719228,0.096626,0.281556,31.686353,72.184157,188.964228,12918.227655,-12729.263427,2.147321,146.798042,-144.650721,139.29555,1.582904,73.715301,0.789474,15,0.057971,4,0.942029,65,0.210526,4,0.789474,0.789474,0.789474,0.731503,0.931732,0.814607,0.784091,0.06162,0.93838,0.215909,0.810572,0.784091,0.788196,0.72784,0.891064,0.756131,0.817203,0.784091,0.016,0,0.015625,0,15.625,0,59573,229632,28707,84.090909,26.136364,'Number of leaves: 113\nSize of the tree: 225\n',225,113,113,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,4,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,69,19,0,78.409091,21.590909,0,0.713944,0.099386,0.278391,32.591497,71.372854,188.964228,13982.733474,-13793.769245,2.147321,158.894699,-156.747378,136.706128,1.553479,72.344977,0.684211,13,0.086957,6,0.913043,63,0.315789,6,0.684211,0.684211,0.684211,0.597254,0.864989,0.652903,0.784091,0.07284,0.92716,0.215909,0.784483,0.784091,0.777616,0.714808,0.88344,0.733368,0.799965,0.784091,0.016,0,0.015625,0,15.625,0,63445,229632,28707,85.227273,27.5,'Number of leaves: 121\nSize of the tree: 241\n',241,121,121,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,5,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,66,22,0,75,25,0,0.670356,0.096106,0.26722,31.515955,68.508799,188.964228,7556.734833,-7367.770605,2.147321,85.871987,-83.724666,139.264014,1.582546,73.698612,0.736842,14,0.043478,3,0.956522,66,0.263158,5,0.823529,0.736842,0.777778,0.722618,0.911137,0.838478,0.75,0.086176,0.913824,0.25,0.752548,0.75,0.749285,0.666603,0.917377,0.799354,0.788509,0.75,0.016,0,0.015625,0,15.625,0,54733,229632,28707,90.909091,27.272727,'Number of leaves: 103\nSize of the tree: 205\n',205,103,103,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,6,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,65,23,0,73.863636,26.136364,0,0.653662,0.109395,0.301285,35.818764,77.109276,190.62362,15067.889269,-14877.265649,2.166177,171.226014,-169.059837,131.043772,1.489134,68.744772,0.684211,13,0.057971,4,0.942029,65,0.315789,6,0.764706,0.684211,0.722222,0.652662,0.853166,0.613422,0.738636,0.093196,0.906804,0.261364,0.747606,0.738636,0.735661,0.655493,0.866839,0.697868,0.7643,0.738636,0.016,0,0.015625,0,15.625,0,55701,229632,28707,81.818182,28.409091,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,7,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,61,27,0,69.318182,30.681818,0,0.599461,0.12842,0.335808,42.048351,85.945085,190.62362,22577.014533,-22386.390914,2.166177,256.556983,-254.390806,123.80228,1.406844,64.945928,0.736842,14,0.086957,6,0.913043,63,0.263158,5,0.7,0.736842,0.717949,0.638071,0.864989,0.63526,0.693182,0.098665,0.901335,0.306818,0.692532,0.693182,0.691442,0.592156,0.825303,0.626223,0.723162,0.693182,0.016,0,0.015625,0,15.625,0,61509,229632,28707,73.863636,25,'Number of leaves: 117\nSize of the tree: 233\n',233,117,117,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,8,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,67,21,0,76.136364,23.863636,0,0.689203,0.112338,0.300272,36.723614,76.711884,191.40365,18275.127754,-18083.724103,2.175041,207.671906,-205.496865,132.81363,1.509246,69.389288,0.842105,16,0.086957,6,0.913043,63,0.157895,3,0.727273,0.842105,0.780488,0.717547,0.908085,0.757517,0.761364,0.072873,0.927127,0.238636,0.769175,0.761364,0.762421,0.690542,0.850994,0.687424,0.788754,0.761364,0.016,0,0.015625,0,15.625,0,58121,229632,28707,80.681818,27.272727,'Number of leaves: 110\nSize of the tree: 219\n',219,110,110,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,9,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,61,27,0,69.318182,30.681818,0,0.598784,0.133874,0.334722,43.763691,85.513023,191.40365,16157.319225,-15965.915574,2.175041,183.6059,-181.430859,120.288672,1.366917,62.845548,0.526316,10,0.144928,10,0.855072,59,0.473684,9,0.5,0.526316,0.512821,0.374455,0.751716,0.461677,0.693182,0.097269,0.902731,0.306818,0.69711,0.693182,0.692421,0.598585,0.849619,0.667157,0.729663,0.693182,0.015,0,0.015625,0,15.625,0,58121,229632,28707,80.681818,27.727273,'Number of leaves: 110\nSize of the tree: 219\n',219,110,110,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,8,10,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,60,28,0,68.181818,31.818182,0,0.581664,0.137065,0.338887,44.806995,86.577141,191.40365,21511.736351,-21320.332701,2.175041,244.451549,-242.276508,117.966456,1.340528,61.632292,0.473684,9,0.057971,4,0.942029,65,0.526316,10,0.692308,0.473684,0.5625,0.482051,0.704805,0.555027,0.681818,0.107913,0.892087,0.318182,0.686118,0.681818,0.675465,0.578745,0.807823,0.601261,0.706854,0.681818,0.015,0,0.015625,0,15.625,0,55701,229632,28707,76.136364,27.272727,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,1,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,792,89,67,22,0,75.280899,24.719101,0,0.673993,0.102985,0.282605,33.682257,72.237556,193.280535,10776.419277,-10583.138742,2.171691,121.083363,-118.911671,135.920918,1.527201,70.323128,0.789474,15,0.071429,5,0.928571,65,0.210526,4,0.75,0.789474,0.769231,0.704917,0.946617,0.882951,0.752809,0.083528,0.916472,0.247191,0.755013,0.752809,0.750024,0.674227,0.899731,0.772091,0.762393,0.752809,0.016,0,0.015625,0,15.625,0,58605,229347,28992,86.516854,27.865169,'Number of leaves: 111\nSize of the tree: 221\n',221,111,111,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,2,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,63,25,0,71.590909,28.409091,0,0.624957,0.127801,0.324032,41.8455,82.93123,190.62362,17221.431802,-17030.808182,2.166177,195.698089,-193.531911,122.614351,1.393345,64.322748,0.684211,13,0.115942,8,0.884058,61,0.315789,6,0.619048,0.684211,0.65,0.548539,0.845538,0.578148,0.715909,0.095678,0.904322,0.284091,0.715206,0.715909,0.71071,0.622653,0.82948,0.640709,0.738354,0.715909,0.017,0.001,0.015625,0,15.625,0,56669,229632,28707,78.409091,27.727273,'Number of leaves: 107\nSize of the tree: 213\n',213,107,107,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,3,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,66,22,0,75,25,0,0.67495,0.111657,0.296536,36.559688,75.893956,190.62362,13997.215202,-13806.591582,2.166177,159.059264,-156.893086,132.268944,1.503056,69.387489,0.789474,15,0.101449,7,0.898551,62,0.210526,4,0.681818,0.789474,0.731707,0.653765,0.861937,0.747135,0.75,0.071091,0.928909,0.25,0.756884,0.75,0.748015,0.677617,0.872695,0.730962,0.758271,0.75,0.016,0,0.015625,0,15.625,0,57637,229632,28707,85.227273,30,'Number of leaves: 109\nSize of the tree: 217\n',217,109,109,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,4,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,70,18,0,79.545455,20.454545,0,0.729785,0.082022,0.250421,26.897452,64.201958,188.964228,9688.031382,-9499.067154,2.147321,110.091266,-107.943945,145.0045,1.647778,76.736481,0.684211,13,0.043478,3,0.956522,66,0.315789,6,0.8125,0.684211,0.742857,0.683521,0.871472,0.803585,0.795455,0.068122,0.931878,0.204545,0.795119,0.795455,0.793264,0.72983,0.917862,0.804038,0.816873,0.795455,0.015,0,0.015625,0,15.625,0,60057,229632,28707,89.772727,26.363636,'Number of leaves: 114\nSize of the tree: 227\n',227,114,114,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,5,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,64,24,0,72.727273,27.272727,0,0.640327,0.120912,0.315207,39.65063,80.81147,188.964228,19356.55368,-19167.589452,2.147321,219.960837,-217.813516,124.924828,1.4196,66.110305,0.684211,13,0.043478,3,0.956522,66,0.315789,6,0.8125,0.684211,0.742857,0.683521,0.795576,0.622348,0.727273,0.090936,0.909064,0.272727,0.742472,0.727273,0.729511,0.645141,0.834685,0.659902,0.764074,0.727273,0.014,0,0.015625,0,15.625,0,55701,229632,28707,78.409091,26.136364,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,6,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,66,22,0,75,25,0,0.670804,0.100238,0.282013,32.870965,72.301376,188.964228,13987.546564,-13798.582336,2.147321,158.949393,-156.802072,135.261337,1.537061,71.580393,0.842105,16,0.072464,5,0.927536,64,0.157895,3,0.761905,0.842105,0.8,0.742921,0.912281,0.818844,0.75,0.07914,0.92086,0.25,0.762437,0.75,0.74932,0.67724,0.886419,0.753488,0.772842,0.75,0.014,0,0.015625,0,15.625,0,60057,229632,28707,84.090909,26.363636,'Number of leaves: 114\nSize of the tree: 227\n',227,114,114,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,7,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,64,24,0,72.727273,27.272727,0,0.643123,0.117609,0.311106,38.567548,79.760279,188.964228,17214.974424,-17026.010196,2.147321,195.624709,-193.477389,127.445765,1.448247,67.444387,0.684211,13,0.086957,6,0.913043,63,0.315789,6,0.684211,0.684211,0.684211,0.597254,0.847445,0.608895,0.727273,0.086441,0.913559,0.272727,0.730604,0.727273,0.725434,0.639906,0.850887,0.683091,0.767375,0.727273,0.015,0,0.015625,0,15.625,0,55701,229632,28707,81.818182,27.954545,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,8,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20220321.2251,793,88,75,13,0,85.227273,14.772727,0,0.808118,0.07541,0.238503,24.651661,60.931532,191.40365,6473.489218,-6282.085567,2.175041,73.562377,-71.387336,154.345879,1.75393,80.638942,0.894737,17,0.057971,4,0.942029,65,0.105263,2,0.809524,0.894737,0.85,0.807715,0.935164,0.774842,0.852273,0.046358,0.953642,0.147727,0.853503,0.852273,0.851474,0.803496,0.937745,0.832205,0.866968,0.852273,0.016,0.001,0.015625,0,15.625,0,55701,229632,28707,92.045455,26.363636,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105,?
