@relation InstanceResultListener

@attribute Key_Dataset {pacman-weka.filters.unsupervised.attribute.Remove-R32}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.bayes.NaiveBayes,weka.classifiers.rules.PART,weka.classifiers.rules.OneR,weka.classifiers.lazy.IBk,weka.classifiers.trees.RandomForest}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-U -M 2','','-B 6','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1'}
@attribute Key_Scheme_version_ID {-217733168393644444,5995231201785697655,8121455039782598361,-3459427003147861443,-3080186098777067172,1116839470751428698}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 204\nSize of the tree: 407\n','Number of leaves: 201\nSize of the tree: 401\n','Number of leaves: 199\nSize of the tree: 397\n','Number of leaves: 197\nSize of the tree: 393\n','Number of leaves: 194\nSize of the tree: 387\n','Number of leaves: 207\nSize of the tree: 413\n','Number of leaves: 218\nSize of the tree: 435\n','Number of leaves: 206\nSize of the tree: 411\n','Number of leaves: 173\nSize of the tree: 345\n','Number of leaves: 226\nSize of the tree: 451\n','Number of leaves: 208\nSize of the tree: 415\n','Number of leaves: 209\nSize of the tree: 417\n','Number of leaves: 196\nSize of the tree: 391\n','Number of leaves: 192\nSize of the tree: 383\n','Number of leaves: 210\nSize of the tree: 419\n','Number of leaves: 172\nSize of the tree: 343\n','Number of leaves: 205\nSize of the tree: 409\n','Number of leaves: 188\nSize of the tree: 375\n','Number of leaves: 221\nSize of the tree: 441\n','Number of leaves: 212\nSize of the tree: 423\n','Number of leaves: 211\nSize of the tree: 421\n','Number of leaves: 202\nSize of the tree: 403\n','Number of leaves: 213\nSize of the tree: 425\n','Number of leaves: 215\nSize of the tree: 429\n','Number of leaves: 200\nSize of the tree: 399\n','Number of leaves: 190\nSize of the tree: 379\n','Number of leaves: 198\nSize of the tree: 395\n','Number of leaves: 216\nSize of the tree: 431\n','Number of leaves: 185\nSize of the tree: 369\n','Number of leaves: 195\nSize of the tree: 389\n','Number of leaves: 214\nSize of the tree: 427\n','Number of leaves: 187\nSize of the tree: 373\n','Number of leaves: 203\nSize of the tree: 405\n','Number of leaves: 220\nSize of the tree: 439\n','Number of leaves: 225\nSize of the tree: 449\n','Number of leaves: 191\nSize of the tree: 381\n','Number of leaves: 223\nSize of the tree: 445\n','Number of leaves: 183\nSize of the tree: 365\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 122\nSize of the tree: 243\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 111\nSize of the tree: 221\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 116\nSize of the tree: 231\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 112\nSize of the tree: 223\n','Number of leaves: 117\nSize of the tree: 233\n','Number of leaves: 113\nSize of the tree: 225\n','Number of leaves: 110\nSize of the tree: 219\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 118\nSize of the tree: 235\n','Number of leaves: 132\nSize of the tree: 263\n','Number of leaves: 121\nSize of the tree: 241\n','Number of leaves: 115\nSize of the tree: 229\n','Number of leaves: 251\nSize of the tree: 501\n','Number of leaves: 257\nSize of the tree: 513\n','Number of leaves: 274\nSize of the tree: 547\n','Number of leaves: 247\nSize of the tree: 493\n','Number of leaves: 261\nSize of the tree: 521\n','Number of leaves: 252\nSize of the tree: 503\n','Number of leaves: 271\nSize of the tree: 541\n','Number of leaves: 266\nSize of the tree: 531\n','Number of leaves: 248\nSize of the tree: 495\n','Number of leaves: 253\nSize of the tree: 505\n','Number of leaves: 258\nSize of the tree: 515\n','Number of leaves: 281\nSize of the tree: 561\n','Number of leaves: 265\nSize of the tree: 529\n','Number of leaves: 250\nSize of the tree: 499\n','Number of leaves: 264\nSize of the tree: 527\n','Number of leaves: 246\nSize of the tree: 491\n','Number of leaves: 269\nSize of the tree: 537\n','Number of leaves: 259\nSize of the tree: 517\n','Number of leaves: 245\nSize of the tree: 489\n','Number of leaves: 262\nSize of the tree: 523\n','Number of leaves: 263\nSize of the tree: 525\n','Number of leaves: 270\nSize of the tree: 539\n','Number of leaves: 278\nSize of the tree: 555\n','Number of leaves: 283\nSize of the tree: 565\n','Number of leaves: 254\nSize of the tree: 507\n','Number of leaves: 268\nSize of the tree: 535\n','Number of leaves: 249\nSize of the tree: 497\n','Number of leaves: 255\nSize of the tree: 509\n','Number of leaves: 256\nSize of the tree: 511\n','Number of leaves: 267\nSize of the tree: 533\n','Number of leaves: 243\nSize of the tree: 485\n','Number of leaves: 275\nSize of the tree: 549\n','Number of leaves: 244\nSize of the tree: 487\n','Number of leaves: 260\nSize of the tree: 519\n','Number of leaves: 273\nSize of the tree: 545\n','Number of leaves: 272\nSize of the tree: 543\n','Number of leaves: 239\nSize of the tree: 477\n','Number of rules: 73\n','Number of rules: 67\n','Number of rules: 68\n','Number of rules: 72\n','Number of rules: 77\n','Number of rules: 79\n','Number of rules: 81\n','Number of rules: 71\n','Number of rules: 65\n','Number of rules: 78\n','Number of rules: 66\n','Number of rules: 69\n','Number of rules: 75\n','Number of rules: 83\n','Number of rules: 76\n','Number of rules: 74\n','Number of rules: 70\n','Number of rules: 82\n','Number of rules: 165\n','Number of rules: 186\n','Number of rules: 169\n','Number of rules: 174\n','Number of rules: 167\n','Number of rules: 178\n','Number of rules: 176\n','Number of rules: 149\n','Number of rules: 168\n','Number of rules: 164\n','Number of rules: 170\n','Number of rules: 151\n','Number of rules: 163\n','Number of rules: 187\n','Number of rules: 172\n','Number of rules: 171\n','Number of rules: 158\n','Number of rules: 166\n','Number of rules: 161\n','Number of rules: 184\n','Number of rules: 160\n','Number of rules: 162\n','Number of rules: 181\n','Number of rules: 192\n','Number of rules: 175\n','Number of rules: 182\n','Number of rules: 156\n','Number of rules: 177\n','Number of rules: 159\n','Number of rules: 179\n','Number of rules: 157\n','Number of rules: 152\n','Number of rules: 173\n','Number of rules: 180\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1890,211,158,53,0,74.881517,25.118483,0,0.661152,0.101047,0.31656,34.158254,82.283162,431.243012,577.540145,-146.297133,2.043806,2.737157,-0.693351,301.180787,1.427397,69.840155,0.736842,42,0.11039,17,0.88961,137,0.263158,15,0.711864,0.736842,0.724138,0.619781,0.815789,0.596647,0.748815,0.088335,0.911665,0.251185,0.750427,0.748815,0.748656,0.660366,0.832742,0.631708,0.769321,0.748815,0.001,0.024,0,0.03125,0,31.25,544878,542277,63762,74.881517,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,165,45,0,78.571429,21.428571,0,0.709311,0.086328,0.292386,29.205981,76.068179,428.18991,490.493136,-62.303226,2.039,2.335682,-0.296682,314.86998,1.499381,73.535124,0.754386,43,0.039216,6,0.960784,147,0.245614,14,0.877551,0.754386,0.811321,0.751937,0.85919,0.72932,0.785714,0.076376,0.923624,0.214286,0.789021,0.785714,0.78547,0.711994,0.85604,0.677407,0.804817,0.785714,0.001,0.026,0,0.03125,0,31.25,545163,542562,63477,78.571429,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,164,46,0,78.095238,21.904762,0,0.70265,0.08823,0.295616,29.858602,76.935491,427.924318,501.380355,-73.456037,2.037735,2.387525,-0.349791,312.674632,1.488927,73.067741,0.803571,45,0.084416,13,0.915584,141,0.196429,11,0.775862,0.803571,0.789474,0.711282,0.860332,0.679844,0.780952,0.077534,0.922466,0.219048,0.779152,0.780952,0.779562,0.70384,0.85244,0.669409,0.802736,0.780952,0.001,0.024,0,0.03125,0,31.25,545163,542562,63477,78.095238,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,165,45,0,78.571429,21.428571,0,0.71014,0.086328,0.292386,29.215017,76.094649,427.924318,490.493136,-62.568818,2.037735,2.335682,-0.297947,316.990652,1.509479,74.076335,0.821429,46,0.090909,14,0.909091,140,0.178571,10,0.766667,0.821429,0.793103,0.715097,0.866419,0.677839,0.785714,0.075802,0.924198,0.214286,0.786587,0.785714,0.785665,0.709446,0.856348,0.677456,0.812911,0.785714,0.001,0.023,0,0.015625,0,15.625,545171,542562,63477,78.571429,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,149,61,0,70.952381,29.047619,0,0.606681,0.116728,0.340419,39.502878,88.595581,427.924318,664.667323,-236.743004,2.037735,3.165082,-1.127348,280.028583,1.333469,65.43881,0.642857,36,0.142857,22,0.857143,132,0.357143,20,0.62069,0.642857,0.631579,0.494525,0.75,0.494253,0.709524,0.106223,0.893777,0.290476,0.718494,0.709524,0.711098,0.606845,0.80165,0.589408,0.763161,0.709524,0,0.023,0,0.015625,0,15.625,545163,542562,63477,70.952381,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,168,42,0,80,20,0,0.728147,0.080631,0.282471,27.286977,73.514451,427.924318,457.837569,-29.913251,2.037735,2.180179,-0.142444,322.223447,1.534397,75.299167,0.857143,48,0.097403,15,0.902597,139,0.142857,8,0.761905,0.857143,0.806723,0.733146,0.880334,0.691339,0.8,0.072793,0.927207,0.2,0.803271,0.8,0.798898,0.730574,0.86431,0.69458,0.819615,0.8,0,0.022,0,0.03125,0,31.25,545163,542562,63477,80,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,165,45,0,78.571429,21.428571,0,0.709945,0.086332,0.292386,29.216375,76.094653,427.924318,490.496181,-62.571862,2.037735,2.335696,-0.297961,317.521856,1.512009,74.20047,0.714286,40,0.058442,9,0.941558,145,0.285714,16,0.816327,0.714286,0.761905,0.685716,0.827922,0.659281,0.785714,0.075253,0.924747,0.214286,0.787418,0.785714,0.785341,0.71101,0.85523,0.677533,0.815056,0.785714,0.001,0.022,0,0.03125,0,31.25,545163,542562,63477,78.571429,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,150,60,0,71.428571,28.571429,0,0.613935,0.114824,0.337617,38.846463,87.835493,428.193079,653.778582,-225.585502,2.039015,3.113231,-1.074217,275.930871,1.313957,64.440759,0.642857,36,0.11039,17,0.88961,137,0.357143,20,0.679245,0.642857,0.66055,0.542075,0.768379,0.538079,0.714286,0.097639,0.902361,0.285714,0.721254,0.714286,0.715448,0.618192,0.810093,0.591457,0.709497,0.714286,0.001,0.022,0,0.015625,0,15.625,545163,542562,63477,71.428571,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,159,51,0,75.714286,24.285714,0,0.67032,0.097727,0.311268,33.034494,80.904324,429.338349,555.807314,-126.468965,2.044468,2.646701,-0.602233,299.88488,1.428023,69.848147,0.767857,43,0.11039,17,0.88961,137,0.232143,13,0.716667,0.767857,0.741379,0.643587,0.830241,0.612798,0.757143,0.088952,0.911048,0.242857,0.758581,0.757143,0.757009,0.671,0.835623,0.6378,0.772577,0.757143,0,0.022,0,0.015625,0,15.625,545163,542562,63477,75.714286,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,9,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,154,56,0,73.333333,26.666667,0,0.642879,0.10723,0.325444,36.246863,84.589025,429.338349,611.236937,-181.898588,2.044468,2.910652,-0.866184,295.932608,1.409203,68.927597,0.714286,40,0.136364,21,0.863636,133,0.285714,16,0.655738,0.714286,0.683761,0.562945,0.79128,0.552381,0.733333,0.0897,0.9103,0.266667,0.743855,0.733333,0.733488,0.643368,0.819998,0.619241,0.77859,0.733333,0,0.023,0,0.03125,0,31.25,545163,542562,63477,73.333333,20.095238,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1890,211,157,54,0,74.407583,25.592417,0,0.654413,0.102944,0.319532,34.828403,83.133602,430.097742,588.429647,-158.331905,2.038378,2.788766,-0.750388,298.412372,1.414277,69.382455,0.77193,44,0.116883,18,0.883117,136,0.22807,13,0.709677,0.77193,0.739496,0.63853,0.827523,0.609433,0.744076,0.089867,0.910133,0.255924,0.746346,0.744076,0.743214,0.653983,0.827105,0.624748,0.780891,0.744076,0,0.025,0,0.03125,0,31.25,544878,542277,63762,74.407583,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,159,51,0,75.714286,24.285714,0,0.670816,0.097727,0.311268,33.072455,81.008879,427.924318,555.807314,-127.882996,2.037735,2.646701,-0.608967,301.563293,1.436016,70.471174,0.642857,36,0.084416,13,0.915584,141,0.357143,20,0.734694,0.642857,0.685714,0.583877,0.78154,0.568457,0.757143,0.086192,0.913808,0.242857,0.757727,0.757143,0.755419,0.671552,0.837023,0.640703,0.78609,0.757143,0.001,0.026,0,0.015625,0,15.625,545171,542562,63477,75.714286,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,166,44,0,79.047619,20.952381,0,0.717716,0.084426,0.289119,28.571431,75.244412,427.924318,479.605918,-51.681599,2.037735,2.283838,-0.246103,319.455943,1.521219,74.652439,0.75,42,0.103896,16,0.896104,138,0.25,14,0.724138,0.75,0.736842,0.63903,0.825487,0.610736,0.790476,0.068072,0.931928,0.209524,0.798061,0.790476,0.793017,0.722875,0.863077,0.691134,0.812913,0.790476,0,0.026,0,0.015625,0,15.625,545163,542562,63477,79.047619,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,162,48,0,77.142857,22.857143,0,0.690987,0.092029,0.301974,31.144415,78.590186,427.924318,523.151748,-95.227429,2.037735,2.491199,-0.453464,309.544793,1.474023,72.336341,0.75,42,0.058442,9,0.941558,145,0.25,14,0.823529,0.75,0.785047,0.713181,0.846591,0.684633,0.771429,0.082095,0.917905,0.228571,0.775924,0.771429,0.772242,0.690083,0.845402,0.658931,0.791382,0.771429,0.001,0.024,0,0.015625,0,15.625,545171,542562,63477,77.142857,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,163,47,0,77.619048,22.380952,0,0.697388,0.09013,0.298812,30.501509,77.767239,427.924318,512.266051,-84.341733,2.037735,2.439362,-0.401627,313.13552,1.491122,73.175444,0.696429,39,0.103896,16,0.896104,138,0.303571,17,0.709091,0.696429,0.702703,0.595963,0.797252,0.575171,0.77619,0.078168,0.921832,0.22381,0.776502,0.77619,0.776186,0.697191,0.849735,0.666559,0.808634,0.77619,0,0.025,0,0.03125,0,31.25,545163,542562,63477,77.619048,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,153,57,0,72.857143,27.142857,0,0.633923,0.109129,0.329069,36.931252,85.641589,427.924318,621.124537,-193.200219,2.037735,2.957736,-0.920001,289.839091,1.380186,67.731391,0.696429,39,0.090909,14,0.909091,140,0.303571,17,0.735849,0.696429,0.715596,0.616446,0.80276,0.593419,0.728571,0.095534,0.904466,0.271429,0.729395,0.728571,0.728383,0.63114,0.816519,0.604358,0.754931,0.728571,0,0.025,0,0.03125,0,31.25,545163,542562,63477,72.857143,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,154,56,0,73.333333,26.666667,0,0.642183,0.107223,0.326169,36.244658,84.777465,429.338349,610.234274,-180.895925,2.044468,2.905877,-0.861409,291.734113,1.38921,67.949698,0.785714,44,0.136364,21,0.863636,133,0.214286,12,0.676923,0.785714,0.727273,0.621145,0.827284,0.59533,0.733333,0.08926,0.91074,0.266667,0.744436,0.733333,0.734926,0.645183,0.824557,0.619275,0.756819,0.733333,0,0.025,0,0.03125,0,31.25,545163,542562,63477,73.333333,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,161,49,0,76.666667,23.333333,0,0.685013,0.093927,0.305104,31.750157,79.302118,429.338349,534.035922,-104.697572,2.044468,2.543028,-0.49856,309.718105,1.474848,72.138467,0.767857,43,0.071429,11,0.928571,143,0.232143,13,0.796296,0.767857,0.781818,0.704647,0.849722,0.673942,0.766667,0.083871,0.916129,0.233333,0.767391,0.766667,0.766913,0.682654,0.842913,0.65187,0.803656,0.766667,0,0.024,0,0.03125,0,31.25,545163,542562,63477,76.666667,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,159,51,0,75.714286,24.285714,0,0.667495,0.097729,0.311268,33.035172,80.904325,429.338349,555.808837,-126.470487,2.044468,2.646709,-0.60224,295.140978,1.405433,68.743213,0.714286,40,0.090909,14,0.909091,140,0.285714,16,0.740741,0.714286,0.727273,0.630733,0.8125,0.609921,0.757143,0.093068,0.906932,0.242857,0.75779,0.757143,0.751709,0.669836,0.832769,0.632697,0.755705,0.757143,0.001,0.029,0,0.03125,0,31.25,545163,542562,63477,75.714286,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,164,46,0,78.095238,21.904762,0,0.703025,0.08823,0.295616,29.849367,76.908728,428.18991,501.380355,-73.190445,2.039,2.387525,-0.348526,313.24403,1.491638,73.155397,0.754386,43,0.071895,11,0.928105,142,0.245614,14,0.796296,0.754386,0.774775,0.694417,0.842048,0.6677,0.780952,0.077499,0.922501,0.219048,0.782717,0.780952,0.781012,0.704882,0.852429,0.670231,0.805862,0.780952,0,0.024,0,0.015625,0,15.625,545163,542562,63477,78.095238,20,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,792,89,65,24,0,73.033708,26.966292,0,0.646592,0.121754,0.283403,39.830471,72.460911,193.186942,157.85642,35.330522,2.17064,1.773668,0.396972,130.456833,1.465807,67.528805,0.684211,13,0.085714,6,0.914286,64,0.315789,6,0.684211,0.684211,0.684211,0.598496,0.840602,0.724526,0.730337,0.086061,0.913939,0.269663,0.729853,0.730337,0.728011,0.645195,0.889211,0.723197,0.756974,0.730337,0,0.006,0,0.015625,0,15.625,231972,229347,28992,87.640449,30.11236,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,793,88,68,20,0,77.272727,22.727273,0,0.702602,0.108018,0.261964,35.422297,67.161202,188.964228,123.641663,65.322565,2.147321,1.405019,0.742302,135.045756,1.534611,71.466307,0.736842,14,0.086957,6,0.913043,63,0.263158,5,0.7,0.736842,0.717949,0.638071,0.898169,0.720503,0.772727,0.072877,0.927123,0.227273,0.776864,0.772727,0.76843,0.699372,0.914013,0.788726,0.792053,0.772727,0,0.007,0,0,0,0,232249,229632,28707,90.909091,29.318182,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,793,88,67,21,0,76.136364,23.863636,0,0.687732,0.108018,0.258095,35.422297,66.169465,188.964228,123.227232,65.736997,2.147321,1.400309,0.747011,136.018013,1.545659,71.980826,0.736842,14,0.057971,4,0.942029,65,0.263158,5,0.777778,0.736842,0.756757,0.692474,0.913043,0.77628,0.761364,0.074128,0.925872,0.238636,0.762655,0.761364,0.760811,0.685157,0.917754,0.800787,0.778167,0.761364,0,0.007,0,0.015625,0,15.625,232249,229632,28707,90.909091,29.545455,?,?,?,?,?
