map,pacman,game,points
labAA3.lay,BasicAgentAA,1,186
labAA3.lay,BasicAgentAA,2,-31
labAA3.lay,BasicAgentAA,3,175
labAA3.lay,BasicAgentAA,4,449
labAA3.lay,BasicAgentAA,5,354
labAA3.lay,BasicAgentAA,6,407
labAA3.lay,BasicAgentAA,7,380
labAA3.lay,BasicAgentAA,8,395
labAA3.lay,BasicAgentAA,9,511
labAA3.lay,BasicAgentAA,10,486
labAA3.lay,BasicAgentAA,11,536
labAA3.lay,BasicAgentAA,12,402
labAA3.lay,BasicAgentAA,13,404
labAA3.lay,BasicAgentAA,14,325
labAA3.lay,BasicAgentAA,15,492
labAA3.lay,BasicAgentAA,16,379
labAA3.lay,BasicAgentAA,17,456
labAA3.lay,BasicAgentAA,18,325
labAA3.lay,BasicAgentAA,19,123
labAA3.lay,BasicAgentAA,20,507
labAA3.lay,BasicAgentAA,21,535
labAA3.lay,BasicAgentAA,22,478
labAA3.lay,BasicAgentAA,23,387
labAA3.lay,BasicAgentAA,24,399
labAA3.lay,BasicAgentAA,25,501
labAA3.lay,BasicAgentAA,26,236
labAA3.lay,BasicAgentAA,27,-156
labAA3.lay,BasicAgentAA,28,521
labAA3.lay,BasicAgentAA,29,431
labAA3.lay,BasicAgentAA,30,435
labAA3.lay,BasicAgentAA,31,-3
labAA3.lay,BasicAgentAA,32,291
labAA3.lay,BasicAgentAA,33,382
labAA3.lay,BasicAgentAA,34,310
labAA3.lay,BasicAgentAA,35,-59
labAA3.lay,BasicAgentAA,36,386
labAA3.lay,BasicAgentAA,37,265
labAA3.lay,BasicAgentAA,38,197
labAA3.lay,BasicAgentAA,39,407
labAA3.lay,BasicAgentAA,40,309
labAA3.lay,BasicAgentAA,41,480
labAA3.lay,BasicAgentAA,42,194
labAA3.lay,BasicAgentAA,43,342
labAA3.lay,BasicAgentAA,44,538
labAA3.lay,BasicAgentAA,45,486
labAA3.lay,BasicAgentAA,46,406
labAA3.lay,BasicAgentAA,47,422
labAA3.lay,BasicAgentAA,48,-3
labAA3.lay,BasicAgentAA,49,206
labAA3.lay,BasicAgentAA,50,320
labAA3.lay,BasicAgentAA,51,324
labAA3.lay,BasicAgentAA,52,296
labAA3.lay,BasicAgentAA,53,499
labAA3.lay,BasicAgentAA,54,260
labAA3.lay,BasicAgentAA,55,427
labAA3.lay,BasicAgentAA,56,262
labAA3.lay,BasicAgentAA,57,253
labAA3.lay,BasicAgentAA,58,170
labAA3.lay,BasicAgentAA,59,31
labAA3.lay,BasicAgentAA,60,223
labAA3.lay,BasicAgentAA,61,377
labAA3.lay,BasicAgentAA,62,382
labAA3.lay,BasicAgentAA,63,102
labAA3.lay,BasicAgentAA,64,346
labAA3.lay,BasicAgentAA,65,387
labAA3.lay,BasicAgentAA,66,432
labAA3.lay,BasicAgentAA,67,262
labAA3.lay,BasicAgentAA,68,425
labAA3.lay,BasicAgentAA,69,361
labAA3.lay,BasicAgentAA,70,290
labAA3.lay,BasicAgentAA,71,353
labAA3.lay,BasicAgentAA,72,442
labAA3.lay,BasicAgentAA,73,281
labAA3.lay,BasicAgentAA,74,287
labAA3.lay,BasicAgentAA,75,228
labAA3.lay,BasicAgentAA,76,439
labAA3.lay,BasicAgentAA,77,460
labAA3.lay,BasicAgentAA,78,189
labAA3.lay,BasicAgentAA,79,418
labAA3.lay,BasicAgentAA,80,342
labAA3.lay,BasicAgentAA,81,411
labAA3.lay,BasicAgentAA,82,448
labAA3.lay,BasicAgentAA,83,494
labAA3.lay,BasicAgentAA,84,313
labAA3.lay,BasicAgentAA,85,364
labAA3.lay,BasicAgentAA,86,-17
labAA3.lay,BasicAgentAA,87,437
labAA3.lay,BasicAgentAA,88,496
labAA3.lay,BasicAgentAA,89,405
labAA3.lay,BasicAgentAA,90,381
labAA3.lay,BasicAgentAA,91,366
labAA3.lay,BasicAgentAA,92,291
labAA3.lay,BasicAgentAA,93,-287
labAA3.lay,BasicAgentAA,94,491
labAA3.lay,BasicAgentAA,95,133
labAA3.lay,BasicAgentAA,96,134
labAA3.lay,BasicAgentAA,97,-123
labAA3.lay,BasicAgentAA,98,416
labAA3.lay,BasicAgentAA,99,502
labAA3.lay,BasicAgentAA,100,445
Average Score: 325.52
Scores:        186, -31, 175, 449, 354, 407, 380, 395, 511, 486, 536, 402, 404, 325, 492, 379, 456, 325, 123, 507, 535, 478, 387, 399, 501, 236, -156, 521, 431, 435, -3, 291, 382, 310, -59, 386, 265, 197, 407, 309, 480, 194, 342, 538, 486, 406, 422, -3, 206, 320, 324, 296, 499, 260, 427, 262, 253, 170, 31, 223, 377, 382, 102, 346, 387, 432, 262, 425, 361, 290, 353, 442, 281, 287, 228, 439, 460, 189, 418, 342, 411, 448, 494, 313, 364, -17, 437, 496, 405, 381, 366, 291, -287, 491, 133, 134, -123, 416, 502, 445
Win Rate:      100/100 (1.00)
Record:        Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win
