map,pacman,game,points
labAA3.lay,BasicAgentAA,1,562
labAA3.lay,BasicAgentAA,2,574
labAA3.lay,BasicAgentAA,3,575
labAA3.lay,BasicAgentAA,4,561
labAA3.lay,BasicAgentAA,5,566
labAA3.lay,BasicAgentAA,6,573
labAA3.lay,BasicAgentAA,7,577
labAA3.lay,BasicAgentAA,8,565
labAA3.lay,BasicAgentAA,9,573
labAA3.lay,BasicAgentAA,10,576
labAA3.lay,BasicAgentAA,11,570
labAA3.lay,BasicAgentAA,12,575
labAA3.lay,BasicAgentAA,13,571
labAA3.lay,BasicAgentAA,14,559
labAA3.lay,BasicAgentAA,15,565
labAA3.lay,BasicAgentAA,16,566
labAA3.lay,BasicAgentAA,17,574
labAA3.lay,BasicAgentAA,18,575
labAA3.lay,BasicAgentAA,19,577
labAA3.lay,BasicAgentAA,20,573
labAA3.lay,BasicAgentAA,21,568
labAA3.lay,BasicAgentAA,22,570
labAA3.lay,BasicAgentAA,23,571
labAA3.lay,BasicAgentAA,24,571
labAA3.lay,BasicAgentAA,25,575
labAA3.lay,BasicAgentAA,26,567
labAA3.lay,BasicAgentAA,27,563
labAA3.lay,BasicAgentAA,28,565
labAA3.lay,BasicAgentAA,29,567
labAA3.lay,BasicAgentAA,30,571
labAA3.lay,BasicAgentAA,31,570
labAA3.lay,BasicAgentAA,32,575
labAA3.lay,BasicAgentAA,33,568
labAA3.lay,BasicAgentAA,34,565
labAA3.lay,BasicAgentAA,35,569
labAA3.lay,BasicAgentAA,36,557
labAA3.lay,BasicAgentAA,37,570
labAA3.lay,BasicAgentAA,38,559
labAA3.lay,BasicAgentAA,39,567
labAA3.lay,BasicAgentAA,40,557
labAA3.lay,BasicAgentAA,41,569
labAA3.lay,BasicAgentAA,42,572
labAA3.lay,BasicAgentAA,43,570
labAA3.lay,BasicAgentAA,44,563
labAA3.lay,BasicAgentAA,45,563
labAA3.lay,BasicAgentAA,46,562
labAA3.lay,BasicAgentAA,47,569
labAA3.lay,BasicAgentAA,48,570
labAA3.lay,BasicAgentAA,49,566
labAA3.lay,BasicAgentAA,50,570
labAA3.lay,BasicAgentAA,51,567
labAA3.lay,BasicAgentAA,52,576
labAA3.lay,BasicAgentAA,53,572
labAA3.lay,BasicAgentAA,54,568
labAA3.lay,BasicAgentAA,55,567
labAA3.lay,BasicAgentAA,56,568
labAA3.lay,BasicAgentAA,57,578
labAA3.lay,BasicAgentAA,58,570
labAA3.lay,BasicAgentAA,59,569
labAA3.lay,BasicAgentAA,60,572
labAA3.lay,BasicAgentAA,61,565
labAA3.lay,BasicAgentAA,62,575
labAA3.lay,BasicAgentAA,63,567
labAA3.lay,BasicAgentAA,64,564
labAA3.lay,BasicAgentAA,65,568
labAA3.lay,BasicAgentAA,66,572
labAA3.lay,BasicAgentAA,67,575
labAA3.lay,BasicAgentAA,68,565
labAA3.lay,BasicAgentAA,69,572
labAA3.lay,BasicAgentAA,70,574
labAA3.lay,BasicAgentAA,71,572
labAA3.lay,BasicAgentAA,72,564
labAA3.lay,BasicAgentAA,73,570
labAA3.lay,BasicAgentAA,74,569
labAA3.lay,BasicAgentAA,75,570
labAA3.lay,BasicAgentAA,76,571
labAA3.lay,BasicAgentAA,77,570
labAA3.lay,BasicAgentAA,78,575
labAA3.lay,BasicAgentAA,79,566
labAA3.lay,BasicAgentAA,80,575
labAA3.lay,BasicAgentAA,81,571
labAA3.lay,BasicAgentAA,82,569
labAA3.lay,BasicAgentAA,83,576
labAA3.lay,BasicAgentAA,84,571
labAA3.lay,BasicAgentAA,85,567
labAA3.lay,BasicAgentAA,86,572
labAA3.lay,BasicAgentAA,87,562
labAA3.lay,BasicAgentAA,88,566
labAA3.lay,BasicAgentAA,89,570
labAA3.lay,BasicAgentAA,90,568
labAA3.lay,BasicAgentAA,91,564
labAA3.lay,BasicAgentAA,92,577
labAA3.lay,BasicAgentAA,93,573
labAA3.lay,BasicAgentAA,94,566
labAA3.lay,BasicAgentAA,95,569
labAA3.lay,BasicAgentAA,96,562
labAA3.lay,BasicAgentAA,97,582
labAA3.lay,BasicAgentAA,98,574
labAA3.lay,BasicAgentAA,99,572
labAA3.lay,BasicAgentAA,100,571
Average Score: 569.34
Scores:        562, 574, 575, 561, 566, 573, 577, 565, 573, 576, 570, 575, 571, 559, 565, 566, 574, 575, 577, 573, 568, 570, 571, 571, 575, 567, 563, 565, 567, 571, 570, 575, 568, 565, 569, 557, 570, 559, 567, 557, 569, 572, 570, 563, 563, 562, 569, 570, 566, 570, 567, 576, 572, 568, 567, 568, 578, 570, 569, 572, 565, 575, 567, 564, 568, 572, 575, 565, 572, 574, 572, 564, 570, 569, 570, 571, 570, 575, 566, 575, 571, 569, 576, 571, 567, 572, 562, 566, 570, 568, 564, 577, 573, 566, 569, 562, 582, 574, 572, 571
Win Rate:      100/100 (1.00)
Record:        Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win
