@relation pacman-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast

@attribute pos_x numeric
@attribute pos_y numeric
@attribute ghost1_alive {0,1}
@attribute ghost2_alive {0,1}
@attribute ghost3_alive {0,1}
@attribute ghost4_alive {0,1}
@attribute ghost1_pos_x numeric
@attribute ghost1_pos_y numeric
@attribute ghost2_pos_x numeric
@attribute ghost2_pos_y numeric
@attribute ghost3_pos_x numeric
@attribute ghost3_pos_y numeric
@attribute ghost4_pos_x numeric
@attribute ghost4_pos_y numeric
@attribute distance_to_ghost1 numeric
@attribute distance_to_ghost2 numeric
@attribute distance_to_ghost3 numeric
@attribute distance_to_ghost4 numeric
@attribute relative_distance_ghost1_x numeric
@attribute relative_distance_ghost1_y numeric
@attribute relative_distance_ghost2_x numeric
@attribute relative_distance_ghost2_y numeric
@attribute relative_distance_ghost3_x numeric
@attribute relative_distance_ghost3_y numeric
@attribute relative_distance_ghost4_x numeric
@attribute relative_distance_ghost4_y numeric
@attribute legal_north {0,1}
@attribute legal_south {0,1}
@attribute legal_east {0,1}
@attribute legal_west {0,1}
@attribute score numeric
@attribute chosen_move {1,2,3,4,5}

@data
14,7,0,0,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,20,13,6,11,6,9,6,-10,-7,1,1,0,1,539,1
14,8,0,0,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,18,13,7,11,7,9,7,-9,-6,1,1,1,1,538,1
14,9,0,0,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,18,13,8,11,8,9,8,-10,-5,1,1,0,1,537,1
14,10,0,0,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,17,13,9,11,9,9,9,-10,-4,1,1,1,1,536,1
14,11,0,0,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,16,13,10,11,10,9,10,-10,-3,1,1,1,1,535,1
14,12,0,0,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,15,13,11,11,11,9,11,-10,-2,1,1,1,1,534,1
14,13,0,0,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,13,13,12,11,12,9,12,-10,-2,1,1,0,0,533,1
14,14,0,0,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,12,13,13,11,13,9,13,-10,-1,1,1,1,1,532,1
15,14,0,0,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,11,14,13,12,13,10,13,-9,-1,1,0,1,1,531,3
16,14,0,0,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,9,15,13,13,13,11,13,-7,-1,1,0,1,1,530,3
17,14,0,0,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,9,16,13,14,13,12,13,-6,0,1,1,1,1,529,3
18,14,0,0,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,7,17,13,15,13,13,13,-5,-1,0,1,1,1,528,3
19,14,0,0,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,6,18,13,16,13,14,13,-4,-1,0,1,1,1,527,3
20,14,0,0,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,6,19,13,17,13,15,13,-3,0,1,1,0,1,526,3
20,15,0,0,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,5,19,14,17,14,15,14,-3,1,1,1,1,0,525,1
21,15,0,0,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,3,20,14,18,14,16,14,-2,0,1,0,1,1,524,3
1,17,1,1,1,1,5,9,11,4,18,6,25,13,19,24,29,31,-4,8,-10,13,-17,11,-24,4,1,1,0,0,0,2
1,16,1,1,1,1,6,9,11,5,17,6,25,14,19,22,27,29,-5,7,-10,11,-16,10,-24,2,1,1,1,0,-1,2
1,15,1,1,1,1,6,10,11,4,18,6,25,13,19,22,27,29,-5,5,-10,11,-17,9,-24,2,1,1,1,0,-2,2
1,14,1,1,1,1,6,10,11,4,19,6,25,14,18,21,27,29,-5,4,-10,10,-18,8,-24,0,1,1,1,0,-3,2
1,13,1,1,1,1,5,10,11,4,19,6,24,14,16,20,26,29,-4,3,-10,9,-18,7,-23,-1,1,1,0,0,-4,2
1,12,1,1,1,1,5,9,11,3,20,6,23,14,14,20,26,27,-4,3,-10,9,-19,6,-22,-2,1,1,1,0,-5,2
1,11,1,1,1,1,5,10,11,4,19,6,23,15,14,18,26,27,-4,1,-10,7,-18,5,-22,-4,1,1,0,0,-6,2
1,10,1,1,1,1,5,10,11,3,20,6,24,15,13,18,28,29,-4,0,-10,7,-19,4,-23,-5,1,1,0,0,-7,2
1,9,1,1,1,1,4,10,10,3,21,6,24,15,11,16,30,30,-3,-1,-9,6,-20,3,-23,-6,1,1,0,0,-8,2
1,8,1,1,1,1,4,10,10,3,22,6,24,14,10,15,32,32,-3,-2,-9,5,-21,2,-23,-6,1,1,0,0,-9,2
1,7,1,1,1,1,4,9,10,3,21,6,25,14,8,14,32,34,-3,-2,-9,4,-20,1,-24,-7,1,1,0,0,-10,2
1,6,1,1,1,1,3,9,10,4,20,6,24,14,6,12,32,34,-2,-3,-9,2,-19,0,-23,-8,1,1,1,0,-11,2
2,6,1,1,1,1,3,8,10,3,20,6,23,14,4,12,31,32,-1,-2,-8,3,-18,0,-21,-8,0,1,1,1,-12,3
3,6,1,1,1,1,3,9,10,4,20,5,23,14,4,10,31,31,0,-3,-7,2,-17,1,-20,-8,1,1,1,1,-13,3
3,7,1,1,1,1,3,8,10,3,20,4,23,14,2,12,33,32,0,-1,-7,4,-17,3,-20,-7,1,1,1,0,-14,1
3,8,0,1,1,1,1,1,10,3,19,4,22,14,-1,13,33,32,2,7,-7,5,-16,4,-19,-6,1,1,1,0,-15,1
3,7,0,1,1,1,1,1,10,4,18,4,22,14,-1,11,31,31,2,6,-7,3,-15,3,-19,-7,1,1,1,0,184,2
3,6,0,1,1,1,1,1,9,4,18,5,22,15,-1,9,29,29,2,5,-6,2,-15,1,-19,-9,1,1,1,1,183,2
4,6,0,1,1,1,1,1,10,4,18,6,22,16,-1,9,27,29,3,5,-6,2,-14,0,-18,-10,1,1,1,1,182,3
5,6,0,1,1,1,1,1,10,4,18,6,21,16,-1,8,26,27,4,5,-5,2,-13,0,-16,-10,1,1,1,1,181,3
6,6,0,1,1,1,1,1,10,4,19,6,21,17,-1,7,26,27,5,5,-4,2,-13,0,-15,-11,1,0,1,1,180,3
7,6,0,1,1,1,1,1,10,3,18,6,21,16,-1,7,24,25,6,5,-3,3,-11,0,-14,-10,0,0,1,1,179,3
8,6,0,1,1,1,1,1,11,3,17,6,21,16,-1,7,22,24,7,5,-3,3,-9,0,-13,-10,1,1,1,1,178,3
8,5,0,1,1,1,1,1,11,4,17,6,20,16,-1,5,23,24,7,4,-3,1,-9,-1,-12,-11,1,1,1,0,177,2
8,4,0,1,1,1,1,1,11,3,17,6,20,17,-1,5,24,26,7,3,-3,1,-9,-2,-12,-13,1,1,1,0,176,2
8,3,0,1,1,1,1,1,10,3,17,5,19,17,-1,3,26,26,7,2,-2,0,-9,-2,-11,-14,1,0,1,1,175,2
9,3,0,0,1,1,1,1,3,1,17,4,18,17,-1,-1,26,24,8,2,6,2,-8,-1,-9,-14,1,0,1,1,174,3
9,4,0,0,1,1,1,1,3,1,18,4,17,17,-1,-1,26,22,8,3,6,3,-9,0,-8,-13,1,1,1,1,373,1
10,4,0,0,1,1,1,1,3,1,19,4,16,17,-1,-1,26,20,9,3,7,3,-9,0,-6,-13,1,1,1,1,372,3
11,4,0,0,1,1,1,1,3,1,19,3,15,17,-1,-1,26,18,10,3,8,3,-8,1,-4,-13,1,1,0,1,371,3
11,5,0,0,1,1,1,1,3,1,19,3,14,17,-1,-1,25,16,10,4,8,4,-8,2,-3,-12,1,1,0,1,370,1
11,6,0,0,1,1,1,1,3,1,19,4,15,17,-1,-1,23,16,10,5,8,5,-8,2,-4,-11,1,1,0,1,369,1
11,7,0,0,1,1,1,1,3,1,18,4,15,16,-1,-1,21,14,10,6,8,6,-7,3,-4,-9,1,1,0,1,368,1
11,8,0,0,1,1,1,1,3,1,17,4,15,17,-1,-1,19,14,10,7,8,7,-6,4,-4,-9,1,1,0,1,367,1
11,9,0,0,1,1,1,1,3,1,18,4,15,18,-1,-1,19,14,10,8,8,8,-7,5,-4,-9,1,1,0,1,366,1
11,10,0,0,1,1,1,1,3,1,19,4,15,18,-1,-1,19,13,10,9,8,9,-8,6,-4,-8,1,1,0,1,365,1
11,11,0,0,1,1,1,1,3,1,19,5,15,17,-1,-1,17,11,10,10,8,10,-8,6,-4,-6,1,1,0,1,364,1
11,12,0,0,1,1,1,1,3,1,20,5,15,17,-1,-1,17,10,10,11,8,11,-9,7,-4,-5,0,1,1,1,363,1
12,12,0,0,1,1,1,1,3,1,20,4,16,17,-1,-1,17,10,11,11,9,11,-8,8,-4,-5,0,0,1,1,362,3
13,12,0,0,1,1,1,1,3,1,19,4,16,18,-1,-1,15,10,12,11,10,11,-6,8,-3,-6,0,1,1,1,361,3
14,12,0,0,1,1,1,1,3,1,19,4,15,18,-1,-1,14,8,13,11,11,11,-5,8,-1,-6,1,1,1,1,360,3
14,13,0,0,1,1,1,1,3,1,19,4,16,18,-1,-1,15,8,13,12,11,12,-5,9,-2,-5,1,1,0,0,359,1
14,14,0,0,1,1,1,1,3,1,19,4,16,17,-1,-1,16,6,13,13,11,13,-5,10,-2,-3,1,1,1,1,358,1
14,15,0,0,1,1,1,1,3,1,19,3,15,17,-1,-1,18,4,13,14,11,14,-5,12,-1,-2,1,1,1,1,357,1
14,16,0,0,1,1,1,1,3,1,19,3,14,17,-1,-1,19,2,13,15,11,15,-5,13,0,-1,1,1,1,1,356,1
14,17,0,0,1,1,1,1,3,1,18,3,14,18,-1,-1,19,2,13,16,11,16,-4,14,0,-1,1,1,1,0,355,1
14,18,0,0,1,1,1,1,3,1,17,3,15,18,-1,-1,19,2,13,17,11,17,-3,15,-1,0,0,1,1,1,354,1
15,18,0,0,1,1,1,1,3,1,18,3,15,17,-1,-1,21,2,14,17,12,17,-3,15,0,1,0,1,1,1,353,3
15,17,0,0,1,1,1,1,3,1,17,3,15,16,-1,-1,19,2,14,16,12,16,-2,14,0,1,1,1,1,1,352,2
15,16,0,0,1,1,1,1,3,1,18,3,15,15,-1,-1,19,2,14,15,12,15,-3,13,0,1,1,1,1,1,351,2
15,15,0,0,1,0,1,1,3,1,18,3,7,1,-1,-1,18,-1,14,14,12,14,-3,12,8,14,1,1,1,1,350,2
15,14,0,0,1,0,1,1,3,1,18,4,7,1,-1,-1,16,-1,14,13,12,13,-3,10,8,13,1,0,1,1,549,2
14,14,0,0,1,0,1,1,3,1,18,5,7,1,-1,-1,14,-1,13,13,11,13,-4,9,7,13,1,1,1,1,548,4
14,13,0,0,1,0,1,1,3,1,18,4,7,1,-1,-1,14,-1,13,12,11,12,-4,9,7,12,1,1,0,0,547,2
14,12,0,0,1,0,1,1,3,1,19,4,7,1,-1,-1,14,-1,13,11,11,11,-5,8,7,11,1,1,1,1,546,2
14,11,0,0,1,0,1,1,3,1,19,5,7,1,-1,-1,12,-1,13,10,11,10,-5,6,7,10,1,1,1,1,545,2
14,10,0,0,1,0,1,1,3,1,19,6,7,1,-1,-1,10,-1,13,9,11,9,-5,4,7,9,1,1,1,1,544,2
14,9,0,0,1,0,1,1,3,1,18,6,7,1,-1,-1,8,-1,13,8,11,8,-4,3,7,8,1,1,0,1,543,2
14,8,0,0,1,0,1,1,3,1,19,6,7,1,-1,-1,8,-1,13,7,11,7,-5,2,7,7,1,1,1,1,542,2
14,7,0,0,1,0,1,1,3,1,19,6,7,1,-1,-1,7,-1,13,6,11,6,-5,1,7,6,1,1,0,1,541,2
14,6,0,0,1,0,1,1,3,1,19,5,7,1,-1,-1,7,-1,13,5,11,5,-5,1,7,5,1,1,1,1,540,2
15,6,0,0,1,0,1,1,3,1,18,5,7,1,-1,-1,5,-1,14,5,12,5,-3,1,8,5,0,0,1,1,539,3
16,6,0,0,1,0,1,1,3,1,18,4,7,1,-1,-1,5,-1,15,5,13,5,-2,2,9,5,0,0,1,1,538,3
17,6,0,0,1,0,1,1,3,1,19,4,7,1,-1,-1,5,-1,16,5,14,5,-2,2,10,5,0,1,1,1,537,3
17,5,0,0,1,0,1,1,3,1,19,3,7,1,-1,-1,5,-1,16,4,14,4,-2,2,10,4,1,1,1,0,536,2
17,4,0,0,1,0,1,1,3,1,18,3,7,1,-1,-1,3,-1,16,3,14,3,-1,1,10,3,1,1,1,1,535,2
17,3,0,0,1,0,1,1,3,1,18,4,7,1,-1,-1,3,-1,16,2,14,2,-1,-1,10,2,1,0,1,1,534,2
1,17,1,1,1,1,5,9,11,4,16,6,25,13,19,24,27,31,-4,8,-10,13,-15,11,-24,4,1,1,0,0,0,2
1,16,1,1,1,1,4,9,11,3,15,6,25,13,17,24,25,30,-3,7,-10,13,-14,10,-24,3,1,1,1,0,-1,2
1,15,1,1,1,1,4,8,11,4,16,6,25,13,15,22,25,29,-3,7,-10,11,-15,9,-24,2,1,1,1,0,-2,2
1,14,1,1,1,1,3,8,11,4,17,6,25,14,13,21,25,29,-2,6,-10,10,-16,8,-24,0,1,1,1,0,-3,2
1,13,1,1,1,1,3,9,10,4,18,6,25,14,13,19,25,30,-2,4,-9,9,-17,7,-24,-1,1,1,0,0,-4,2
1,12,1,1,1,1,3,8,9,4,17,6,24,14,11,17,23,28,-2,4,-8,8,-16,6,-23,-2,1,1,1,0,-5,2
1,11,1,1,1,1,4,8,9,5,17,5,24,15,11,15,25,28,-3,3,-8,6,-16,6,-23,-4,1,1,0,0,-6,2
1,10,1,1,1,1,3,8,9,5,17,5,24,16,9,14,26,30,-2,2,-8,5,-16,5,-23,-6,1,1,0,0,-7,2
1,9,1,1,1,1,3,7,9,4,17,6,24,15,7,14,26,30,-2,2,-8,5,-16,3,-23,-6,1,1,0,0,-8,2
1,8,1,1,1,1,3,7,10,4,18,6,24,16,6,14,28,32,-2,1,-9,4,-17,2,-23,-8,1,1,0,0,-9,2
1,7,1,1,1,1,3,8,10,5,17,6,25,16,6,12,28,34,-2,-1,-9,2,-16,1,-24,-9,1,1,0,0,-10,2
1,6,1,1,1,1,4,8,10,4,17,5,25,16,6,12,30,35,-3,-2,-9,2,-16,1,-24,-10,1,1,1,0,-11,2
2,6,1,1,1,1,5,8,10,5,17,6,25,15,6,10,28,33,-3,-2,-8,1,-15,0,-23,-9,0,1,1,1,-12,3
3,6,1,1,1,1,5,9,10,6,18,6,25,15,6,8,28,32,-2,-3,-7,0,-15,0,-22,-9,1,1,1,1,-13,3
3,7,1,1,1,1,5,10,10,7,18,6,24,15,6,10,29,32,-2,-3,-7,0,-15,1,-21,-8,1,1,1,0,-14,1
3,8,1,1,1,1,6,10,10,8,19,6,24,16,6,12,31,34,-3,-2,-7,0,-16,2,-21,-8,1,1,1,0,-15,1
3,9,1,1,1,1,5,10,11,8,19,6,24,16,4,14,32,35,-2,-1,-8,1,-16,3,-21,-7,1,1,1,0,-16,1
3,10,1,1,1,1,6,10,11,9,19,5,24,15,4,16,34,35,-3,0,-8,1,-16,5,-21,-5,0,1,1,0,-17,1
4,10,1,1,1,1,5,10,11,9,19,5,24,15,2,15,33,34,-1,0,-7,1,-15,5,-20,-5,0,1,1,1,-18,3
5,10,0,1,1,1,1,1,11,8,20,5,23,15,-1,13,33,32,4,9,-6,2,-15,5,-18,-5,0,1,1,1,-19,3
5,9,0,1,1,1,1,1,11,9,20,4,23,16,-1,13,33,32,4,8,-6,0,-15,5,-18,-7,1,1,1,1,180,2
6,9,0,1,1,1,1,1,10,9,20,5,22,16,-1,11,31,30,5,8,-4,0,-14,4,-16,-7,1,1,0,1,179,3
6,8,0,1,1,1,1,1,9,9,19,5,22,16,-1,9,29,29,5,7,-3,-1,-13,3,-16,-8,1,1,0,1,178,2
6,7,0,1,1,1,1,1,8,9,19,4,21,16,-1,7,29,27,5,6,-2,-2,-13,3,-15,-9,1,1,0,1,177,2
6,6,0,1,1,1,1,1,9,9,18,4,22,16,-1,7,27,27,5,5,-3,-3,-12,2,-16,-10,1,0,1,1,176,2
7,6,0,1,1,1,1,1,8,9,19,4,22,15,-1,5,27,25,6,5,-1,-3,-12,2,-15,-9,0,0,1,1,175,3
8,6,0,1,1,1,1,1,8,8,18,4,22,15,-1,3,25,24,7,5,0,-2,-10,2,-14,-9,1,1,1,1,174,3
8,7,0,1,1,1,1,1,8,9,18,4,23,15,-1,3,24,24,7,6,0,-2,-10,3,-15,-8,1,1,1,0,173,1
8,8,0,1,1,1,1,1,8,9,19,4,22,15,-1,2,24,22,7,7,0,-1,-11,4,-14,-7,1,1,1,0,172,1
8,9,0,0,1,1,1,1,3,1,19,5,22,15,-1,-1,22,21,7,8,5,8,-11,4,-14,-6,1,1,1,0,171,1
9,9,0,0,1,1,1,1,3,1,18,5,23,15,-1,-1,20,21,8,8,6,8,-9,4,-14,-6,1,1,1,1,370,3
10,9,0,0,1,1,1,1,3,1,18,6,23,16,-1,-1,18,21,9,8,7,8,-8,3,-13,-7,1,1,1,1,369,3
11,9,0,0,1,1,1,1,3,1,18,5,23,15,-1,-1,18,19,10,8,8,8,-7,4,-12,-6,1,1,0,1,368,3
11,10,0,0,1,1,1,1,3,1,17,5,23,14,-1,-1,16,19,10,9,8,9,-6,5,-12,-4,1,1,0,1,367,1
11,11,0,0,1,1,1,1,3,1,17,6,24,14,-1,-1,14,19,10,10,8,10,-6,5,-13,-3,1,1,0,1,366,1
11,12,0,0,1,1,1,1,3,1,18,6,23,14,-1,-1,14,17,10,11,8,11,-7,6,-12,-2,0,1,1,1,365,1
12,12,0,0,1,1,1,1,3,1,19,6,23,13,-1,-1,14,17,11,11,9,11,-7,6,-11,-1,0,0,1,1,364,3
13,12,0,0,1,1,1,1,3,1,18,6,22,13,-1,-1,12,15,12,11,10,11,-5,6,-9,-1,0,1,1,1,363,3
14,12,0,0,1,1,1,1,3,1,19,6,23,13,-1,-1,12,15,13,11,11,11,-5,6,-9,-1,1,1,1,1,362,3
14,11,0,0,1,1,1,1,3,1,18,6,22,13,-1,-1,10,15,13,10,11,10,-4,5,-8,-2,1,1,1,1,361,2
14,10,0,0,1,1,1,1,3,1,18,5,22,13,-1,-1,10,16,13,9,11,9,-4,5,-8,-3,1,1,1,1,360,2
14,9,0,0,1,1,1,1,3,1,18,4,22,13,-1,-1,10,17,13,8,11,8,-4,5,-8,-4,1,1,0,1,359,2
14,8,0,0,1,1,1,1,3,1,18,5,22,14,-1,-1,8,17,13,7,11,7,-4,3,-8,-6,1,1,1,1,358,2
14,7,0,0,1,1,1,1,3,1,19,5,22,15,-1,-1,8,17,13,6,11,6,-5,2,-8,-8,1,1,0,1,357,2
14,6,0,0,1,1,1,1,3,1,19,5,23,15,-1,-1,7,19,13,5,11,5,-5,1,-9,-9,1,1,1,1,356,2
15,6,0,0,1,1,1,1,3,1,19,6,23,16,-1,-1,5,21,14,5,12,5,-4,0,-8,-10,0,0,1,1,355,3
16,6,0,0,1,1,1,1,3,1,19,5,22,16,-1,-1,5,21,15,5,13,5,-3,1,-6,-10,0,0,1,1,354,3
17,6,0,0,1,1,1,1,3,1,18,5,22,16,-1,-1,3,22,16,5,14,5,-1,1,-5,-10,0,1,1,1,353,3
17,5,0,0,1,1,1,1,3,1,19,5,22,15,-1,-1,3,22,16,4,14,4,-2,0,-5,-10,1,1,1,0,352,2
18,5,0,0,1,1,1,1,3,1,19,4,22,14,-1,-1,3,22,17,4,15,4,-1,1,-4,-9,1,1,1,1,351,3
18,4,0,0,1,1,1,1,3,1,20,4,22,13,-1,-1,3,24,17,3,15,3,-2,0,-4,-9,1,1,1,1,350,2
19,4,0,0,1,1,1,1,3,1,20,3,23,13,-1,-1,3,24,18,3,16,3,-1,1,-4,-9,1,1,1,1,349,3
19,3,0,0,1,1,1,1,3,1,20,3,23,14,-1,-1,2,24,18,2,16,2,-1,0,-4,-11,1,0,1,1,348,2
20,3,0,0,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,22,19,2,17,2,15,2,-3,-12,1,0,1,1,347,3
20,4,0,0,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,22,19,3,17,3,15,3,-3,-10,1,1,1,1,546,1
20,5,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,20,19,4,17,4,15,4,-2,-9,1,1,0,1,545,1
20,6,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,20,19,5,17,5,15,5,-2,-7,0,1,1,1,544,1
21,6,0,0,0,1,1,1,3,1,5,1,23,13,-1,-1,-1,20,20,5,18,5,16,5,-2,-7,0,0,1,1,543,3
22,6,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,18,21,5,19,5,17,5,0,-7,0,0,1,1,542,3
23,6,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,16,22,5,20,5,18,5,1,-8,1,1,1,1,541,3
23,7,0,0,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,16,22,6,20,6,18,6,0,-7,1,1,1,0,540,1
23,8,0,0,0,1,1,1,3,1,5,1,23,13,-1,-1,-1,16,22,7,20,7,18,7,0,-5,1,1,1,1,539,1
23,9,0,0,0,1,1,1,3,1,5,1,23,13,-1,-1,-1,15,22,8,20,8,18,8,0,-4,1,1,1,0,538,1
23,10,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,13,22,9,20,9,18,9,1,-3,1,1,1,1,537,1
22,10,0,0,0,1,1,1,3,1,5,1,23,13,-1,-1,-1,13,21,9,19,9,17,9,-1,-3,1,0,1,1,536,4
21,10,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,11,20,9,18,9,16,9,-1,-3,0,0,1,1,535,4
20,10,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,10,19,9,17,9,15,9,-2,-3,1,0,1,1,534,4
20,11,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,9,19,10,17,10,15,10,-2,-2,1,1,0,1,533,1
20,12,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,7,19,11,17,11,15,11,-2,-2,1,1,0,1,532,1
20,13,0,0,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,7,19,12,17,12,15,12,-3,-1,1,1,0,1,531,1
20,14,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,5,19,13,17,13,15,13,-2,0,1,1,0,1,530,1
20,15,0,0,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,5,19,14,17,14,15,14,-3,1,1,1,1,0,529,1
21,15,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,3,20,14,18,14,16,14,-1,1,1,0,1,1,528,3
1,17,1,1,1,1,6,9,10,3,18,6,25,13,20,24,29,31,-5,8,-9,14,-17,11,-24,4,1,1,0,0,0,2
1,16,1,1,1,1,5,9,10,3,19,6,25,14,18,23,29,29,-4,7,-9,13,-18,10,-24,2,1,1,1,0,-1,2
1,15,1,1,1,1,4,9,11,3,20,6,24,14,16,23,29,27,-3,6,-10,12,-19,9,-23,1,1,1,1,0,-2,2
1,14,1,1,1,1,3,9,10,3,20,6,24,15,14,21,28,27,-2,5,-9,11,-19,8,-23,-1,1,1,1,0,-3,2
1,13,1,1,1,1,3,9,10,4,20,5,24,14,13,19,28,29,-2,4,-9,9,-19,8,-23,-1,1,1,0,0,-4,2
1,12,1,1,1,1,3,10,10,5,20,5,23,14,13,17,27,27,-2,2,-9,7,-19,7,-22,-2,1,1,1,0,-5,2
1,11,1,1,1,1,4,10,11,5,20,6,23,15,13,17,27,27,-3,1,-10,6,-19,5,-22,-4,1,1,0,0,-6,2
1,10,1,1,1,1,4,9,11,5,19,6,23,16,11,16,27,29,-3,1,-10,5,-18,4,-22,-6,1,1,0,0,-7,2
1,9,1,1,1,1,4,9,11,6,18,6,22,16,10,14,27,29,-3,0,-10,3,-17,3,-21,-7,1,1,0,0,-8,2
1,8,1,1,1,1,4,9,11,7,18,5,22,15,9,14,29,29,-3,-1,-10,1,-17,3,-21,-7,1,1,0,0,-9,2
1,7,1,1,1,1,3,9,11,6,17,5,23,15,7,12,29,31,-2,-2,-10,1,-16,2,-22,-8,1,1,0,0,-10,2
1,6,1,1,1,1,4,9,11,6,18,5,23,16,7,11,31,33,-3,-3,-10,0,-17,1,-22,-10,1,1,1,0,-11,2
2,6,1,1,1,1,5,9,10,6,19,5,23,16,7,9,31,32,-3,-3,-8,0,-17,1,-21,-10,0,1,1,1,-12,3
3,6,1,1,1,1,4,9,10,5,19,6,23,15,5,9,29,30,-1,-3,-7,1,-16,0,-20,-9,1,1,1,1,-13,3
3,7,1,1,1,1,4,9,11,5,19,5,23,16,4,11,31,32,-1,-2,-8,2,-16,2,-20,-9,1,1,1,0,-14,1
3,8,1,1,1,1,5,9,11,6,18,5,24,16,4,11,31,34,-2,-1,-8,2,-15,3,-21,-8,1,1,1,0,-15,1
3,9,1,1,1,1,5,10,11,5,18,4,25,16,4,13,33,36,-2,-1,-8,4,-15,5,-22,-7,1,1,1,0,-16,1
3,10,1,1,1,1,5,9,11,4,18,5,25,15,4,15,33,36,-2,1,-8,6,-15,5,-22,-5,0,1,1,0,-17,1
3,9,1,1,1,1,5,9,11,5,19,5,25,15,3,13,33,35,-2,0,-8,4,-16,4,-22,-6,1,1,1,0,-18,2
4,9,1,1,1,1,5,10,11,6,19,6,25,16,3,11,31,35,-1,-1,-7,3,-15,3,-21,-7,1,1,1,1,-19,3
4,10,1,1,1,1,6,10,11,7,20,6,25,15,3,13,33,35,-2,0,-7,3,-16,4,-21,-5,0,1,1,1,-20,1
5,10,1,1,1,1,6,10,11,7,20,5,25,15,2,12,33,34,-1,0,-6,3,-15,5,-20,-5,0,1,1,1,-21,3
6,10,0,1,1,1,1,1,11,8,19,5,25,14,-1,12,31,34,5,9,-5,2,-13,5,-19,-4,0,1,0,1,-22,3
6,9,0,1,1,1,1,1,11,8,18,5,25,13,-1,11,29,34,5,8,-5,1,-12,4,-19,-4,1,1,0,1,177,2
6,8,0,1,1,1,1,1,11,8,18,5,25,14,-1,10,28,32,5,7,-5,0,-12,3,-19,-6,1,1,0,1,176,2
6,7,0,1,1,1,1,1,11,8,18,4,25,14,-1,9,28,31,5,6,-5,-1,-12,3,-19,-7,1,1,0,1,175,2
6,6,0,1,1,1,1,1,11,7,17,4,24,14,-1,7,26,29,5,5,-5,-1,-11,2,-18,-8,1,0,1,1,174,2
7,6,0,1,1,1,1,1,10,7,16,4,24,15,-1,5,24,27,6,5,-3,-1,-9,2,-17,-9,0,0,1,1,173,3
8,6,0,1,1,1,1,1,10,8,16,4,24,15,-1,5,23,26,7,5,-2,-2,-8,2,-16,-9,1,1,1,1,172,3
8,7,0,1,1,1,1,1,10,9,16,4,24,14,-1,5,22,26,7,6,-2,-2,-8,3,-16,-7,1,1,1,0,171,1
8,8,0,1,1,1,1,1,11,9,17,4,23,14,-1,5,22,24,7,7,-3,-1,-9,4,-15,-6,1,1,1,0,170,1
8,9,0,1,1,1,1,1,11,8,17,5,24,14,-1,5,20,24,7,8,-3,1,-9,4,-16,-5,1,1,1,0,169,1
8,8,0,1,1,1,1,1,10,8,17,4,25,14,-1,3,22,26,7,7,-2,0,-9,4,-17,-6,1,1,1,0,168,2
9,8,0,0,1,1,1,1,3,1,17,5,25,13,-1,-1,20,26,8,7,6,7,-8,3,-16,-5,1,1,1,1,167,3
10,8,0,0,1,1,1,1,3,1,17,5,25,13,-1,-1,19,25,9,7,7,7,-7,3,-15,-5,1,1,1,1,366,3
11,8,0,0,1,1,1,1,3,1,17,6,25,14,-1,-1,17,23,10,7,8,7,-6,2,-14,-6,1,1,0,1,365,3
11,9,0,0,1,1,1,1,3,1,17,6,25,14,-1,-1,16,22,10,8,8,8,-6,3,-14,-5,1,1,0,1,364,1
