@relation pacman-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast

@attribute pos_x numeric
@attribute pos_y numeric
@attribute ghost1_alive {0,1}
@attribute ghost2_alive {0,1}
@attribute ghost3_alive {0,1}
@attribute ghost4_alive {0,1}
@attribute ghost1_pos_x numeric
@attribute ghost1_pos_y numeric
@attribute ghost2_pos_x numeric
@attribute ghost2_pos_y numeric
@attribute ghost3_pos_x numeric
@attribute ghost3_pos_y numeric
@attribute ghost4_pos_x numeric
@attribute ghost4_pos_y numeric
@attribute distance_to_ghost1 numeric
@attribute distance_to_ghost2 numeric
@attribute distance_to_ghost3 numeric
@attribute distance_to_ghost4 numeric
@attribute relative_distance_ghost1_x numeric
@attribute relative_distance_ghost1_y numeric
@attribute relative_distance_ghost2_x numeric
@attribute relative_distance_ghost2_y numeric
@attribute relative_distance_ghost3_x numeric
@attribute relative_distance_ghost3_y numeric
@attribute relative_distance_ghost4_x numeric
@attribute relative_distance_ghost4_y numeric
@attribute legal_north {0,1}
@attribute legal_south {0,1}
@attribute legal_east {0,1}
@attribute legal_west {0,1}
@attribute score numeric
@attribute chosen_move {1,2,3,4,5}

@data
4,7,0,1,1,1,1,1,10,6,16,3,22,13,-1,8,29,31,3,6,-6,1,-12,4,-18,-6,1,1,1,1,181,2
4,6,0,1,1,1,1,1,11,6,16,4,22,14,-1,8,27,29,3,5,-7,0,-12,2,-18,-8,1,1,1,1,180,2
5,6,0,1,1,1,1,1,10,6,16,3,22,15,-1,6,27,27,4,5,-5,0,-11,3,-17,-9,1,1,1,1,179,3
6,6,0,1,1,1,1,1,10,5,16,3,22,15,-1,6,26,26,5,5,-4,1,-10,3,-16,-9,1,0,1,1,178,3
7,6,0,1,1,1,1,1,10,4,17,3,22,15,-1,6,26,25,6,5,-3,2,-10,3,-15,-9,0,0,1,1,177,3
8,6,0,1,1,1,1,1,10,3,17,4,22,15,-1,6,24,24,7,5,-2,3,-9,2,-14,-9,1,1,1,1,176,3
8,5,0,1,1,1,1,1,10,3,18,4,23,15,-1,5,26,26,7,4,-2,2,-10,1,-15,-10,1,1,1,0,175,2
8,4,0,1,1,1,1,1,9,3,18,4,24,15,-1,3,27,28,7,3,-1,1,-10,0,-16,-11,1,1,1,0,174,2
8,3,0,0,1,1,1,1,3,1,17,4,24,15,-1,-1,27,29,7,2,5,2,-9,-1,-16,-12,1,0,1,1,173,2
8,4,0,0,1,1,1,1,3,1,17,5,25,15,-1,-1,25,29,7,3,5,3,-9,-1,-17,-11,1,1,1,0,372,1
8,5,0,0,1,1,1,1,3,1,17,5,25,14,-1,-1,24,29,7,4,5,4,-9,0,-17,-9,1,1,1,0,371,1
9,5,0,0,1,1,1,1,3,1,17,5,25,15,-1,-1,23,27,8,4,6,4,-8,0,-16,-10,1,1,1,1,370,3
10,5,0,0,1,1,1,1,3,1,17,5,25,16,-1,-1,22,27,9,4,7,4,-7,0,-15,-11,1,1,1,1,369,3
11,5,0,0,1,1,1,1,3,1,18,5,25,17,-1,-1,22,27,10,4,8,4,-7,0,-14,-12,1,1,0,1,368,3
11,6,0,0,1,1,1,1,3,1,19,5,25,16,-1,-1,22,25,10,5,8,5,-8,1,-14,-10,1,1,0,1,367,1
11,7,0,0,1,1,1,1,3,1,19,6,24,16,-1,-1,20,23,10,6,8,6,-8,1,-13,-9,1,1,0,1,366,1
11,8,0,0,1,1,1,1,3,1,20,6,24,16,-1,-1,20,22,10,7,8,7,-9,2,-13,-8,1,1,0,1,365,1
11,9,0,0,1,1,1,1,3,1,21,6,23,16,-1,-1,20,20,10,8,8,8,-10,3,-12,-7,1,1,0,1,364,1
11,10,0,0,1,1,1,1,3,1,21,6,22,16,-1,-1,19,18,10,9,8,9,-10,4,-11,-6,1,1,0,1,363,1
11,11,0,0,1,1,1,1,3,1,20,6,22,16,-1,-1,17,17,10,10,8,10,-9,5,-11,-5,1,1,0,1,362,1
11,12,0,0,1,1,1,1,3,1,20,6,23,16,-1,-1,16,17,10,11,8,11,-9,6,-12,-4,0,1,1,1,361,1
12,12,0,0,1,1,1,1,3,1,19,6,23,15,-1,-1,14,15,11,11,9,11,-7,6,-11,-3,0,0,1,1,360,3
13,12,0,0,1,1,1,1,3,1,18,6,22,15,-1,-1,12,13,12,11,10,11,-5,6,-9,-3,0,1,1,1,359,3
13,11,0,0,1,1,1,1,3,1,18,6,22,15,-1,-1,11,14,12,10,10,10,-5,5,-9,-4,1,1,1,0,358,2
13,10,0,0,1,1,1,1,3,1,18,5,21,15,-1,-1,11,14,12,9,10,9,-5,5,-8,-5,1,1,1,0,357,2
13,9,0,0,1,1,1,1,3,1,17,5,20,15,-1,-1,9,14,12,8,10,8,-4,4,-7,-6,1,1,1,0,356,2
13,8,0,0,1,1,1,1,3,1,17,6,20,14,-1,-1,7,14,12,7,10,7,-4,2,-7,-6,1,1,1,0,355,2
13,7,0,0,1,1,1,1,3,1,17,5,19,14,-1,-1,7,14,12,6,10,6,-4,2,-6,-7,1,1,1,0,354,2
13,6,0,0,1,1,1,1,3,1,17,6,20,14,-1,-1,5,16,12,5,10,5,-4,0,-7,-8,1,1,1,0,353,2
14,6,0,0,1,1,1,1,3,1,17,6,20,15,-1,-1,4,16,13,5,11,5,-3,0,-6,-9,1,1,1,1,352,3
15,6,0,0,1,1,1,1,3,1,17,5,20,16,-1,-1,4,18,14,5,12,5,-2,1,-5,-10,0,0,1,1,351,3
16,6,0,0,1,1,1,1,3,1,17,6,21,16,-1,-1,2,20,15,5,13,5,-1,0,-5,-10,0,0,1,1,350,3
17,6,0,0,0,1,1,1,3,1,5,1,22,16,-1,-1,-1,22,16,5,14,5,12,5,-5,-10,0,1,1,1,349,3
18,6,0,0,0,1,1,1,3,1,5,1,23,16,-1,-1,-1,22,17,5,15,5,13,5,-5,-10,0,1,1,1,548,3
19,6,0,0,0,1,1,1,3,1,5,1,24,16,-1,-1,-1,22,18,5,16,5,14,5,-5,-10,0,1,1,1,547,3
20,6,0,0,0,1,1,1,3,1,5,1,25,16,-1,-1,-1,22,19,5,17,5,15,5,-5,-10,0,1,1,1,546,3
21,6,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,20,20,5,18,5,16,5,-4,-9,0,0,1,1,545,3
22,6,0,0,0,1,1,1,3,1,5,1,25,16,-1,-1,-1,20,21,5,19,5,17,5,-3,-10,0,0,1,1,544,3
23,6,0,0,0,1,1,1,3,1,5,1,24,16,-1,-1,-1,18,22,5,20,5,18,5,-1,-10,1,1,1,1,543,3
23,7,0,0,0,1,1,1,3,1,5,1,25,16,-1,-1,-1,18,22,6,20,6,18,6,-2,-9,1,1,1,0,542,1
23,8,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,16,22,7,20,7,18,7,-2,-7,1,1,1,1,541,1
23,9,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,15,22,8,20,8,18,8,-2,-6,1,1,1,0,540,1
23,10,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,14,22,9,20,9,18,9,-2,-5,1,1,1,1,539,1
22,10,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,13,21,9,19,9,17,9,-3,-5,1,0,1,1,538,4
21,10,0,0,0,1,1,1,3,1,5,1,25,16,-1,-1,-1,13,20,9,18,9,16,9,-4,-6,0,0,1,1,537,4
20,10,0,0,0,1,1,1,3,1,5,1,25,17,-1,-1,-1,13,19,9,17,9,15,9,-5,-7,1,0,1,1,536,4
20,11,0,0,0,1,1,1,3,1,5,1,25,18,-1,-1,-1,13,19,10,17,10,15,10,-5,-7,1,1,0,1,535,1
20,12,0,0,0,1,1,1,3,1,5,1,25,17,-1,-1,-1,11,19,11,17,11,15,11,-5,-5,1,1,0,1,534,1
20,13,0,0,0,1,1,1,3,1,5,1,25,17,-1,-1,-1,10,19,12,17,12,15,12,-5,-4,1,1,0,1,533,1
20,14,0,0,0,1,1,1,3,1,5,1,25,18,-1,-1,-1,10,19,13,17,13,15,13,-5,-4,1,1,0,1,532,1
20,15,0,0,0,1,1,1,3,1,5,1,24,18,-1,-1,-1,8,19,14,17,14,15,14,-4,-3,1,1,1,0,531,1
20,16,0,0,0,1,1,1,3,1,5,1,25,18,-1,-1,-1,8,19,15,17,15,15,15,-5,-2,1,1,1,0,530,1
20,17,0,0,0,1,1,1,3,1,5,1,25,18,-1,-1,-1,7,19,16,17,16,15,16,-5,-1,1,1,1,1,529,1
20,18,0,0,0,1,1,1,3,1,5,1,25,17,-1,-1,-1,7,19,17,17,17,15,17,-5,1,0,1,1,1,528,1
21,18,0,0,0,1,1,1,3,1,5,1,25,16,-1,-1,-1,7,20,17,18,17,16,17,-4,2,0,1,1,1,527,3
21,17,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,7,20,16,18,16,16,16,-4,2,1,1,0,1,526,2
21,16,0,0,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,7,20,15,18,15,16,15,-4,2,1,1,1,1,525,2
21,15,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,5,20,14,18,14,16,14,-4,0,1,0,1,1,524,2
22,15,0,0,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,5,21,14,19,14,17,14,-3,1,1,1,1,1,523,3
22,14,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,5,21,13,19,13,17,13,-3,-1,1,1,1,0,522,2
22,15,0,0,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,5,21,14,19,14,17,14,-3,1,1,1,1,1,521,1
22,14,0,0,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,21,13,19,13,17,13,-3,1,1,1,1,0,520,2
23,14,0,0,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,3,22,13,20,13,18,13,-2,0,1,1,1,1,519,3
24,14,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,3,23,13,21,13,19,13,-1,-1,1,0,1,1,518,3
24,15,0,0,0,1,1,1,3,1,5,1,25,16,-1,-1,-1,3,23,14,21,14,19,14,-1,-1,1,1,1,1,517,1
1,17,1,1,1,1,5,9,11,4,16,6,25,13,19,24,27,31,-4,8,-10,13,-15,11,-24,4,1,1,0,0,0,2
1,16,1,1,1,1,5,10,11,5,17,6,25,13,19,22,27,30,-4,6,-10,11,-16,10,-24,3,1,1,1,0,-1,2
1,15,1,1,1,1,6,10,11,6,18,6,25,13,19,20,27,29,-5,5,-10,9,-17,9,-24,2,1,1,1,0,-2,2
1,14,1,1,1,1,5,10,11,5,19,6,25,14,17,20,27,29,-4,4,-10,9,-18,8,-24,0,1,1,1,0,-3,2
1,13,1,1,1,1,5,9,11,6,19,6,25,13,15,18,26,31,-4,4,-10,7,-18,7,-24,0,1,1,0,0,-4,2
1,12,1,1,1,1,6,9,11,5,20,6,25,14,15,18,26,29,-5,3,-10,7,-19,6,-24,-2,1,1,1,0,-5,2
1,11,1,1,1,1,6,8,11,4,20,6,24,14,13,18,27,29,-5,3,-10,7,-19,5,-23,-3,1,1,0,0,-6,2
1,10,1,1,1,1,5,8,11,3,21,6,24,14,11,18,29,30,-4,2,-10,7,-20,4,-23,-4,1,1,0,0,-7,2
1,9,1,1,1,1,5,9,11,3,20,6,23,14,11,17,29,30,-4,0,-10,6,-19,3,-22,-5,1,1,0,0,-8,2
1,8,1,1,1,1,4,9,11,3,20,6,23,14,9,16,30,31,-3,-1,-10,5,-19,2,-22,-6,1,1,0,0,-9,2
1,7,1,1,1,1,4,8,10,3,21,6,24,14,7,14,32,33,-3,-1,-9,4,-20,1,-23,-7,1,1,0,0,-10,2
1,6,1,1,1,1,5,8,10,4,21,6,24,15,7,12,33,33,-4,-2,-9,2,-20,0,-23,-9,1,1,1,0,-11,2
2,6,1,1,1,1,5,7,10,3,21,6,23,15,5,12,32,31,-3,-1,-8,3,-19,0,-21,-9,0,1,1,1,-12,3
3,6,1,1,1,1,5,8,10,4,21,6,24,15,5,10,31,31,-2,-2,-7,2,-18,0,-21,-9,1,1,1,1,-13,3
3,7,1,1,1,1,5,8,10,3,20,6,25,15,4,12,31,33,-2,-1,-7,4,-17,1,-22,-8,1,1,1,0,-14,1
3,8,1,1,1,1,5,9,9,3,19,6,25,15,4,12,31,34,-2,-1,-6,5,-16,2,-22,-7,1,1,1,0,-15,1
3,9,1,1,1,1,4,9,9,4,20,6,25,16,2,12,33,36,-1,0,-6,5,-17,3,-22,-7,1,1,1,0,-16,1
4,9,0,1,1,1,1,1,9,5,19,6,25,17,-1,10,31,36,3,8,-5,4,-15,3,-21,-8,1,1,1,1,-17,3
4,8,0,1,1,1,1,1,10,5,20,6,25,16,-1,10,31,34,3,7,-6,3,-16,2,-21,-8,1,1,1,1,182,2
4,7,0,1,1,1,1,1,10,5,21,6,25,17,-1,9,31,34,3,6,-6,2,-17,1,-21,-10,1,1,1,1,181,2
4,6,0,1,1,1,1,1,10,5,22,6,25,16,-1,8,31,32,3,5,-6,1,-18,0,-21,-10,1,1,1,1,180,2
5,6,0,1,1,1,1,1,10,4,22,6,25,15,-1,8,30,30,4,5,-5,2,-17,0,-20,-9,1,1,1,1,179,3
6,6,0,1,1,1,1,1,10,4,22,6,25,15,-1,7,29,29,5,5,-4,2,-16,0,-19,-9,1,0,1,1,178,3
7,6,0,1,1,1,1,1,10,5,21,6,25,15,-1,5,27,28,6,5,-3,1,-14,0,-18,-9,0,0,1,1,177,3
8,6,0,1,1,1,1,1,10,5,20,6,25,16,-1,4,25,28,7,5,-2,1,-12,0,-17,-10,1,1,1,1,176,3
8,5,0,1,1,1,1,1,10,6,21,6,25,16,-1,4,27,29,7,4,-2,-1,-13,-1,-17,-11,1,1,1,0,175,2
8,6,0,1,1,1,1,1,10,6,22,6,25,16,-1,3,27,28,7,5,-2,0,-14,0,-17,-10,1,1,1,1,174,1
9,6,0,0,1,1,1,1,3,1,21,6,25,16,-1,-1,25,27,8,5,6,5,-12,0,-16,-10,1,1,1,1,173,3
10,6,0,0,1,1,1,1,3,1,21,6,24,16,-1,-1,24,25,9,5,7,5,-11,0,-14,-10,1,1,1,1,372,3
11,6,0,0,1,1,1,1,3,1,20,6,24,16,-1,-1,22,24,10,5,8,5,-9,0,-13,-10,1,1,0,1,371,3
11,7,0,0,1,1,1,1,3,1,20,6,24,16,-1,-1,21,23,10,6,8,6,-9,1,-13,-9,1,1,0,1,370,1
11,8,0,0,1,1,1,1,3,1,20,6,24,15,-1,-1,20,21,10,7,8,7,-9,2,-13,-7,1,1,0,1,369,1
11,9,0,0,1,1,1,1,3,1,20,6,24,16,-1,-1,19,21,10,8,8,8,-9,3,-13,-7,1,1,0,1,368,1
11,10,0,0,1,1,1,1,3,1,21,6,25,16,-1,-1,19,21,10,9,8,9,-10,4,-14,-6,1,1,0,1,367,1
11,11,0,0,1,1,1,1,3,1,21,6,25,17,-1,-1,18,21,10,10,8,10,-10,5,-14,-6,1,1,0,1,366,1
11,12,0,0,1,1,1,1,3,1,20,6,25,17,-1,-1,16,20,10,11,8,11,-9,6,-14,-5,0,1,1,1,365,1
12,12,0,0,1,1,1,1,3,1,21,6,25,16,-1,-1,16,18,11,11,9,11,-9,6,-13,-4,0,0,1,1,364,3
13,12,0,0,1,1,1,1,3,1,21,6,25,15,-1,-1,15,16,12,11,10,11,-8,6,-12,-3,0,1,1,1,363,3
13,11,0,0,1,1,1,1,3,1,22,6,25,15,-1,-1,15,17,12,10,10,10,-9,5,-12,-4,1,1,1,0,362,2
13,10,0,0,1,1,1,1,3,1,22,6,25,16,-1,-1,14,19,12,9,10,9,-9,4,-12,-6,1,1,1,0,361,2
13,9,0,0,1,1,1,1,3,1,22,6,24,16,-1,-1,13,19,12,8,10,8,-9,3,-11,-7,1,1,1,0,360,2
13,8,0,0,1,1,1,1,3,1,22,6,24,16,-1,-1,12,20,12,7,10,7,-9,2,-11,-8,1,1,1,0,359,2
13,7,0,0,1,1,1,1,3,1,22,6,25,16,-1,-1,11,22,12,6,10,6,-9,1,-12,-9,1,1,1,0,358,2
13,6,0,0,1,1,1,1,3,1,21,6,24,16,-1,-1,9,22,12,5,10,5,-8,0,-11,-10,1,1,1,0,357,2
14,6,0,0,1,1,1,1,3,1,20,6,23,16,-1,-1,7,20,13,5,11,5,-6,0,-9,-10,1,1,1,1,356,3
15,6,0,0,1,1,1,1,3,1,21,6,23,15,-1,-1,7,20,14,5,12,5,-6,0,-8,-9,0,0,1,1,355,3
16,6,0,0,1,1,1,1,3,1,21,6,24,15,-1,-1,6,22,15,5,13,5,-5,0,-8,-9,0,0,1,1,354,3
17,6,0,0,1,1,1,1,3,1,20,6,24,14,-1,-1,4,24,16,5,14,5,-3,0,-7,-8,0,1,1,1,353,3
18,6,0,0,1,1,1,1,3,1,21,6,23,14,-1,-1,4,22,17,5,15,5,-3,0,-5,-8,0,1,1,1,352,3
19,6,0,0,1,1,1,1,3,1,21,6,23,15,-1,-1,3,20,18,5,16,5,-2,0,-4,-9,0,1,1,1,351,3
20,6,0,0,1,1,1,1,3,1,22,6,22,15,-1,-1,3,18,19,5,17,5,-2,0,-2,-9,0,1,1,1,350,3
21,6,0,0,0,1,1,1,3,1,5,1,22,16,-1,-1,-1,18,20,5,18,5,16,5,-1,-10,0,0,1,1,349,3
22,6,0,0,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,16,21,5,19,5,17,5,0,-9,0,0,1,1,548,3
23,6,0,0,0,1,1,1,3,1,5,1,21,15,-1,-1,-1,14,22,5,20,5,18,5,2,-9,1,1,1,1,547,3
23,7,0,0,0,1,1,1,3,1,5,1,20,15,-1,-1,-1,12,22,6,20,6,18,6,3,-8,1,1,1,0,546,1
23,8,0,0,0,1,1,1,3,1,5,1,21,15,-1,-1,-1,12,22,7,20,7,18,7,2,-7,1,1,1,1,545,1
23,9,0,0,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,12,22,8,20,8,18,8,1,-6,1,1,1,0,544,1
23,10,0,0,0,1,1,1,3,1,5,1,22,16,-1,-1,-1,12,22,9,20,9,18,9,1,-6,1,1,1,1,543,1
22,10,0,0,0,1,1,1,3,1,5,1,21,16,-1,-1,-1,10,21,9,19,9,17,9,1,-6,1,0,1,1,542,4
21,10,0,0,0,1,1,1,3,1,5,1,21,16,-1,-1,-1,9,20,9,18,9,16,9,0,-6,0,0,1,1,541,4
20,10,0,0,0,1,1,1,3,1,5,1,20,16,-1,-1,-1,7,19,9,17,9,15,9,0,-6,1,0,1,1,540,4
20,11,0,0,0,1,1,1,3,1,5,1,20,17,-1,-1,-1,7,19,10,17,10,15,10,0,-6,1,1,0,1,539,1
20,12,0,0,0,1,1,1,3,1,5,1,21,17,-1,-1,-1,7,19,11,17,11,15,11,-1,-5,1,1,0,1,538,1
20,13,0,0,0,1,1,1,3,1,5,1,21,17,-1,-1,-1,6,19,12,17,12,15,12,-1,-4,1,1,0,1,537,1
20,14,0,0,0,1,1,1,3,1,5,1,20,17,-1,-1,-1,4,19,13,17,13,15,13,0,-3,1,1,0,1,536,1
20,15,0,0,0,1,1,1,3,1,5,1,21,17,-1,-1,-1,4,19,14,17,14,15,14,-1,-2,1,1,1,0,535,1
20,16,0,0,0,1,1,1,3,1,5,1,21,17,-1,-1,-1,3,19,15,17,15,15,15,-1,-1,1,1,1,0,534,1
1,17,1,1,1,1,4,9,10,3,16,6,25,13,18,24,27,31,-3,8,-9,14,-15,11,-24,4,1,1,0,0,0,2
1,16,1,1,1,1,3,9,11,3,16,6,25,13,16,24,26,30,-2,7,-10,13,-15,10,-24,3,1,1,1,0,-1,2
1,15,1,1,1,1,3,8,11,4,17,6,25,14,14,22,26,28,-2,7,-10,11,-16,9,-24,1,1,1,1,0,-2,2
1,14,1,1,1,1,3,8,10,4,17,5,24,14,13,20,26,28,-2,6,-9,10,-16,9,-23,0,1,1,1,0,-3,2
1,13,1,1,1,1,3,9,10,3,17,4,24,15,13,20,26,28,-2,4,-9,10,-16,9,-23,-2,1,1,0,0,-4,2
1,12,1,1,1,1,3,10,10,4,17,4,24,15,13,18,25,27,-2,2,-9,8,-16,8,-23,-3,1,1,1,0,-5,2
1,11,1,1,1,1,4,10,10,5,17,5,23,15,13,16,25,27,-3,1,-9,6,-16,6,-22,-4,1,1,0,0,-6,2
1,10,1,1,1,1,3,10,10,4,18,5,22,15,11,16,27,27,-2,0,-9,6,-17,5,-21,-5,1,1,0,0,-7,2
1,9,1,1,1,1,3,10,10,5,18,4,23,15,10,14,29,29,-2,-1,-9,4,-17,5,-22,-6,1,1,0,0,-8,2
1,8,1,1,1,1,4,10,10,5,17,4,23,15,10,13,29,30,-3,-2,-9,3,-16,4,-22,-7,1,1,0,0,-9,2
1,7,1,1,1,1,4,10,9,5,16,4,23,14,9,11,29,32,-3,-3,-8,2,-15,3,-22,-7,1,1,0,0,-10,2
1,6,1,1,1,1,3,10,9,4,16,4,24,14,7,11,30,34,-2,-4,-8,2,-15,2,-23,-8,1,1,1,0,-11,2
2,6,1,1,1,1,3,10,10,4,16,3,23,14,6,11,30,32,-1,-4,-8,2,-14,3,-21,-8,0,1,1,1,-12,3
3,6,1,1,1,1,3,10,9,4,16,4,23,13,5,9,28,32,0,-4,-6,2,-13,2,-20,-7,1,1,1,1,-13,3
4,6,1,1,1,1,3,10,8,4,16,4,22,13,6,7,27,30,1,-4,-4,2,-12,2,-18,-7,1,1,1,1,-14,3
5,6,1,1,1,1,4,10,8,4,15,4,23,13,6,6,25,30,1,-4,-3,2,-10,2,-18,-7,1,1,1,1,-15,3
6,6,1,1,1,1,5,10,9,4,15,4,23,13,6,6,24,29,1,-4,-3,2,-9,2,-17,-7,1,0,1,1,-16,3
7,6,1,1,1,1,5,9,9,3,15,3,23,13,6,6,24,28,2,-3,-2,3,-8,3,-16,-7,0,0,1,1,-17,3
8,6,1,1,1,1,5,8,10,3,14,3,22,13,6,6,22,26,3,-2,-2,3,-6,3,-14,-7,1,1,1,1,-18,3
8,5,1,1,1,1,5,8,10,4,14,4,23,13,7,4,22,28,3,-3,-2,1,-6,1,-15,-8,1,1,1,0,-19,2
8,4,1,1,1,1,6,8,10,4,14,4,22,13,7,3,23,28,2,-4,-2,0,-6,0,-14,-9,1,1,1,0,-20,2
9,4,1,1,1,1,6,7,10,3,14,3,23,13,7,3,23,28,3,-3,-1,1,-5,1,-14,-9,1,1,1,1,-21,3
9,3,1,0,1,1,6,8,3,1,14,3,23,14,9,-1,24,28,3,-5,6,2,-5,0,-14,-11,1,0,1,1,-22,2
9,4,1,0,1,1,6,7,3,1,13,3,23,13,7,-1,22,28,3,-3,6,3,-4,1,-14,-9,1,1,1,1,177,1
9,5,1,0,1,1,6,6,3,1,13,3,23,13,5,-1,21,27,3,-1,6,4,-4,2,-14,-8,1,1,1,1,176,1
9,6,1,0,1,1,7,6,3,1,13,3,23,13,3,-1,20,26,2,0,6,5,-4,3,-14,-7,1,1,1,1,175,1
8,6,1,0,1,1,6,6,3,1,13,4,22,13,3,-1,20,26,2,0,5,5,-5,2,-14,-7,1,1,1,1,174,4
7,6,1,0,1,1,6,6,3,1,14,4,23,13,2,-1,22,28,1,0,4,5,-7,2,-16,-7,0,0,1,1,173,4
6,6,0,0,1,1,1,1,3,1,14,4,23,13,-1,-1,23,29,5,5,3,5,-8,2,-17,-7,1,0,1,1,172,4
7,6,0,0,1,1,1,1,3,1,14,4,23,14,-1,-1,22,27,6,5,4,5,-7,2,-16,-8,0,0,1,1,371,3
8,6,0,0,1,1,1,1,3,1,14,4,24,14,-1,-1,21,27,7,5,5,5,-6,2,-16,-8,1,1,1,1,370,3
9,6,0,0,1,1,1,1,3,1,13,4,25,14,-1,-1,19,27,8,5,6,5,-4,2,-16,-8,1,1,1,1,369,3
10,6,0,0,1,1,1,1,3,1,14,4,24,14,-1,-1,19,25,9,5,7,5,-4,2,-14,-8,1,1,1,1,368,3
11,6,0,0,1,1,1,1,3,1,13,4,24,14,-1,-1,17,24,10,5,8,5,-2,2,-13,-8,1,1,0,1,367,3
11,7,0,0,1,1,1,1,3,1,13,5,24,14,-1,-1,15,23,10,6,8,6,-2,2,-13,-7,1,1,0,1,366,1
11,8,0,0,1,1,1,1,3,1,14,5,24,14,-1,-1,15,22,10,7,8,7,-3,3,-13,-6,1,1,0,1,365,1
11,9,0,0,1,1,1,1,3,1,14,4,24,14,-1,-1,15,21,10,8,8,8,-3,5,-13,-5,1,1,0,1,364,1
11,10,0,0,1,1,1,1,3,1,15,4,23,14,-1,-1,15,19,10,9,8,9,-4,6,-12,-4,1,1,0,1,363,1
11,11,0,0,1,1,1,1,3,1,14,4,23,15,-1,-1,13,17,10,10,8,10,-3,7,-12,-4,1,1,0,1,362,1
11,12,0,0,1,1,1,1,3,1,15,4,24,15,-1,-1,13,17,10,11,8,11,-4,8,-13,-3,0,1,1,1,361,1
12,12,0,0,1,1,1,1,3,1,14,4,25,15,-1,-1,11,17,11,11,9,11,-2,8,-13,-3,0,0,1,1,360,3
13,12,0,0,1,1,1,1,3,1,14,4,25,14,-1,-1,10,17,12,11,10,11,-1,8,-12,-2,0,1,1,1,359,3
13,11,0,0,1,1,1,1,3,1,14,5,25,14,-1,-1,8,18,12,10,10,10,-1,6,-12,-3,1,1,1,0,358,2
13,10,0,0,1,1,1,1,3,1,14,4,25,13,-1,-1,8,20,12,9,10,9,-1,6,-12,-3,1,1,1,0,357,2
13,9,0,0,1,1,1,1,3,1,14,4,25,13,-1,-1,7,21,12,8,10,8,-1,5,-12,-4,1,1,1,0,356,2
13,8,0,0,1,1,1,1,3,1,15,4,25,14,-1,-1,7,21,12,7,10,7,-2,4,-12,-6,1,1,1,0,355,2
13,7,0,0,1,1,1,1,3,1,16,4,25,15,-1,-1,7,21,12,6,10,6,-3,3,-12,-8,1,1,1,0,354,2
13,6,0,0,1,1,1,1,3,1,16,3,25,15,-1,-1,7,22,12,5,10,5,-3,3,-12,-9,1,1,1,0,353,2
13,5,0,0,1,1,1,1,3,1,16,4,25,15,-1,-1,5,23,12,4,10,4,-3,1,-12,-10,1,1,1,0,352,2
13,4,0,0,1,1,1,1,3,1,16,3,25,16,-1,-1,5,25,12,3,10,3,-3,1,-12,-12,1,1,1,0,351,2
13,3,0,0,1,1,1,1,3,1,15,3,25,16,-1,-1,3,26,12,2,10,2,-2,0,-12,-13,1,0,1,0,350,2
14,3,0,0,1,1,1,1,3,1,15,4,25,16,-1,-1,3,25,13,2,11,2,-1,-1,-11,-13,1,0,1,1,349,3
14,4,0,0,1,1,1,1,3,1,15,3,25,15,-1,-1,3,23,13,3,11,3,-1,1,-11,-11,1,1,1,1,348,1
14,3,0,0,1,1,1,1,3,1,16,3,25,15,-1,-1,3,24,13,2,11,2,-2,0,-11,-12,1,0,1,1,347,2
15,3,0,0,1,1,1,1,3,1,16,3,25,15,-1,-1,2,25,14,2,12,2,-1,0,-10,-12,1,0,1,1,346,3
16,3,0,0,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,27,15,2,13,2,11,2,-9,-11,1,0,1,1,345,3
16,4,0,0,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,27,15,3,13,3,11,3,-9,-9,0,1,1,1,544,1
15,4,0,0,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,25,14,3,12,3,10,3,-10,-10,0,1,1,1,543,4
14,4,0,0,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,24,13,3,11,3,9,3,-11,-10,1,1,1,1,542,4
14,5,0,0,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,22,13,4,11,4,9,4,-10,-9,1,1,0,1,541,1
14,6,0,0,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,21,13,5,11,5,9,5,-10,-8,1,1,1,1,540,1
