game,score
1,741
2,545
3,393
4,453
5,536
6,672
7,762
8,749
9,758
10,767
11,768
12,743
13,571
14,731
15,716
16,653
17,748
18,732
19,764
20,759
21,745
22,766
23,770
24,743
25,752
26,585
27,745
28,462
29,761
30,768
31,770
32,758
33,770
34,756
35,748
36,667
37,473
38,713
39,466
40,394
41,716
42,714
43,754
44,747
45,688
46,743
47,728
48,597
49,746
50,692
51,613
52,604
53,720
54,710
55,759
56,750
57,732
58,730
59,754
60,736
61,730
62,764
63,727
64,516
65,765
66,538
67,749
68,583
69,754
70,771
71,755
72,770
73,765
74,722
75,679
76,732
77,746
78,583
79,707
80,769
81,727
82,774
83,766
84,762
85,767
86,764
87,768
88,775
89,766
90,747
91,753
92,769
93,753
94,777
95,568
96,770
97,769
98,770
99,767
100,768
