game,score
1255,873
1256,1187
1257,984
1258,1000
1259,1205
1260,1195
1261,1108
1262,1009
1263,1171
1264,1008
1265,1175
1266,1164
1267,1224
1268,1038
1269,890
1270,1000
1271,866
1272,698
1273,859
1274,783
1275,955
1276,980
1277,1006
1278,837
1279,1148
1280,986
1281,910
1282,926
1283,1061
1284,975
1285,957
1286,1002
1287,886
1288,997
1289,1216
1290,1135
1291,1133
1292,874
1293,704
1294,904
1295,681
1296,1164
1297,1072
1298,1076
1299,1170
1300,761
1301,1141
1302,1116
1303,1146
1304,935
1305,988
1306,928
1307,1194
1308,749
1309,973
1310,546
1311,1103
1312,993
1313,812
1314,898
1315,878
1316,964
1317,964
1318,1011
1319,1161
1320,858
1321,1057
1322,1092
1323,1218
1324,1119
1325,616
1326,947
1327,1132
1328,1127
1329,1028
1330,1016
1331,1011
1332,1046
1333,581
1334,740
1335,1181
1336,1142
1337,1226
1338,1147
1339,777
1340,1087
1341,1165
1342,1215
1343,1033
1344,355
1345,1161
1346,577
1347,831
1348,917
1349,518
1350,879
1351,1067
1352,956
1353,1008
1354,1164
1355,1125
1356,927
1357,1168
1358,1081
1359,732
1360,1017
1361,1013
1362,944
1363,975
1364,1029
1365,1014
1366,1027
1367,899
1368,1152
1369,966
1370,850
1371,838
1372,608
1373,1045
1374,913
1375,970
1376,843
1377,1125
1378,1037
1379,1133
1380,1203
1381,816
1382,1136
1383,1242
1384,1202
1385,1152
1386,1125
1387,1118
1388,1098
1389,1164
1390,1047
1391,921
1392,1107
1393,1030
1394,1014
1395,1240
1396,1163
1397,713
1398,1033
1399,1050
1400,1042
1401,1143
1402,953
1403,1199
1404,1138
1405,914
1406,745
1407,983
1408,924
1409,1131
1410,1094
1411,1112
1412,1184
1413,1055
1414,1125
1415,1218
1416,1184
1417,1039
1418,1094
1419,1016
1420,1150
1421,1092
1422,1191
1423,1236
1424,1154
1425,1051
1426,1111
1427,958
1428,1141
1429,1224
1430,1172
1431,807
1432,1179
1433,996
1434,1009
1435,708
1436,933
1437,744
1438,1028
1439,1102
1440,1094
1441,1077
1442,1116
1443,1091
1444,847
1445,1025
1446,871
1447,657
1448,1103
1449,1193
1450,912
1451,1181
1452,1090
1453,1117
1454,1147
1455,1086
1456,1159
1457,1156
1458,1131
1459,786
1460,803
1461,1008
1462,1158
1463,978
1464,1213
1465,1132
1466,1184
1467,1182
1468,1201
1469,1180
1470,1146
1471,1168
1472,1057
1473,947
1474,1077
1475,913
1476,879
1477,870
1478,908
1479,991
1480,1041
1481,1144
1482,648
1483,694
1484,922
1485,1087
1486,914
1487,1195
1488,672
1489,1061
1490,1130
1491,1132
1492,1120
1493,1191
1494,942
1495,1054
1496,1191
1497,1144
1498,1158
1499,1087
1500,1058
1501,1121
1502,1197
1503,1219
1504,1159
1505,1147
1506,1089
1507,1067
1508,1115
1509,980
1510,1245
1511,1195
1512,1143
1513,1033
1514,628
1515,1027
1516,688
1517,1112
1518,738
1519,1123
1520,1008
1521,829
1522,941
1523,969
1524,893
1525,948
1526,710
1527,822
1528,896
1529,465
1530,1161
1531,1158
1532,1108
1533,1216
1534,810
1535,1135
1536,1135
1537,860
1538,446
1539,936
1540,851
1541,1124
1542,885
1543,892
1544,1144
1545,1108
1546,751
1547,1014
1548,990
1549,569
1550,559
1551,1046
1552,893
1553,1006
1554,980
1555,958
1556,844
1557,1130
1558,910
1559,844
1560,1017
1561,710
1562,880
1563,773
1564,461
1565,761
1566,797
1567,131
1568,753
1569,1186
1570,401
1571,958
1572,784
1573,864
1574,983
1575,801
1576,966
1577,848
1578,115
1579,993
1580,1115
1581,927
1582,936
1583,611
1584,616
1585,1022
1586,939
1587,969
1588,722
1589,842
1590,654
1591,987
1592,783
1593,749
1594,682
1595,1005
1596,683
1597,1165
1598,1194
1599,988
1600,756
1601,963
1602,1223
1603,1185
1604,1146
1605,712
1606,1195
1607,961
1608,748
1609,921
1610,1064
1611,1040
1612,917
1613,1133
1614,923
1615,959
1616,856
1617,1134
1618,958
1619,1005
1620,1105
1621,1209
1622,1221
1623,1169
1624,1205
1625,1111
1626,1107
1627,1123
1628,942
1629,1102
1630,835
1631,1120
1632,646
1633,869
1634,824
1635,1033
1636,934
1637,1204
1638,1065
1639,936
1640,1126
1641,908
1642,1202
1643,1069
1644,1082
1645,1174
1646,774
1647,1039
1648,1019
1649,948
1650,837
1651,837
1652,1178
1653,1225
1654,1198
1655,963
1656,1196
1657,1208
1658,1170
1659,1125
1660,1226
1661,846
1662,1243
1663,1220
1664,1019
1665,691
1666,852
1667,1088
1668,1025
1669,1169
1670,940
1671,946
1672,971
1673,1160
1674,1056
1675,658
1676,973
1677,869
1678,895
1679,909
1680,1167
1681,908
1682,1109
1683,923
1684,302
1685,1073
1686,884
1687,1076
1688,1012
1689,839
1690,1190
1691,671
1692,881
1693,1020
1694,983
1695,989
1696,1031
1697,980
1698,979
1699,1024
1700,729
1701,724
1702,904
1703,1126
1704,977
1705,985
1706,1171
1707,1070
1708,1037
1709,1163
1710,881
1711,944
1712,1105
1713,789
1714,1132
1715,442
1716,573
1717,1165
1718,976
1719,824
1720,1170
1721,344
1722,1180
1723,991
1724,1044
1725,1082
1726,1102
1727,706
1728,1199
1729,1119
1730,1153
1731,1120
1732,1105
1733,1021
1734,1123
1735,1176
1736,1044
1737,1061
1738,1205
1739,993
1740,1149
1741,1125
1742,1088
1743,982
1744,1119
1745,989
1746,702
1747,886
1748,847
1749,1024
1750,1148
1751,1180
1752,1200
1753,1153
1754,923
1755,1022
1756,783
1757,1096
1758,1219
1759,1087
1760,915
1761,1107
1762,1143
1763,1096
1764,883
1765,1096
1766,669
1767,912
1768,973
1769,866
1770,641
1771,817
1772,907
1773,986
1774,593
1775,991
1776,963
1777,1050
1778,1009
1779,859
1780,979
1781,1128
1782,1132
1783,1038
1784,1086
1785,861
1786,1036
1787,1076
1788,938
1789,973
1790,739
1791,1067
1792,1002
1793,945
1794,991
1795,952
1796,804
1797,872
1798,1012
1799,1078
1800,1089
1801,1198
1802,1162
1803,1199
1804,1204
1805,1173
1806,1210
1807,928
1808,1013
1809,1167
1810,1158
1811,948
1812,1183
1813,1178
1814,867
1815,1086
1816,875
1817,975
1818,1161
1819,978
1820,1152
1821,711
1822,1108
1823,1119
1824,1169
1825,1089
1826,760
1827,857
1828,1081
1829,1133
1830,1203
1831,1204
1832,1072
1833,1018
1834,1194
1835,1073
1836,1014
1837,1075
1838,912
1839,1133
1840,1229
1841,1090
1842,1236
1843,1191
1844,300
1845,660
1846,1157
1847,1063
1848,1199
1849,1138
1850,1045
1851,1149
1852,1158
1853,1053
1854,1177
1855,1195
1856,1054
1857,1181
1858,815
1859,994
1860,1097
1861,1026
1862,1088
1863,1019
1864,1173
1865,252
1866,1118
