@relation InstanceResultListener

@attribute Key_Dataset {pacman,pacman-weka.filters.unsupervised.attribute.Remove-R7-14-weka.filters.unsupervised.attribute.Remove-R3-6,pacman-weka.filters.unsupervised.attribute.Remove-R15-22,pacman-weka.filters.unsupervised.attribute.Remove-R3-14}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.rules.ZeroR,weka.classifiers.bayes.NaiveBayes,weka.classifiers.rules.PART,weka.classifiers.lazy.IBk}
@attribute Key_Scheme_options {'-C 0.25 -M 2','','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 50 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"'}
@attribute Key_Scheme_version_ID {-217733168393644444,48055541465867954,5995231201785697655,8121455039782598361,-3080186098777067172}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 115\nSize of the tree: 229\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 112\nSize of the tree: 223\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 119\nSize of the tree: 237\n','Number of leaves: 110\nSize of the tree: 219\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 120\nSize of the tree: 239\n','Number of leaves: 117\nSize of the tree: 233\n','Number of leaves: 128\nSize of the tree: 255\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 113\nSize of the tree: 225\n','Number of leaves: 123\nSize of the tree: 245\n','Number of leaves: 116\nSize of the tree: 231\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 126\nSize of the tree: 251\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 139\nSize of the tree: 277\n','Number of leaves: 125\nSize of the tree: 249\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 111\nSize of the tree: 221\n','Number of leaves: 124\nSize of the tree: 247\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 122\nSize of the tree: 243\n','Number of leaves: 129\nSize of the tree: 257\n','Number of leaves: 118\nSize of the tree: 235\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 102\nSize of the tree: 203\n','Number of rules: 123\n','Number of rules: 114\n','Number of rules: 103\n','Number of rules: 116\n','Number of rules: 115\n','Number of rules: 110\n','Number of rules: 119\n','Number of rules: 113\n','Number of rules: 122\n','Number of rules: 102\n','Number of rules: 107\n','Number of rules: 100\n','Number of rules: 124\n','Number of rules: 112\n','Number of rules: 126\n','Number of rules: 96\n','Number of rules: 109\n','Number of rules: 105\n','Number of rules: 118\n','Number of rules: 106\n','Number of rules: 134\n','Number of rules: 111\n','Number of rules: 121\n','Number of rules: 108\n','Number of rules: 120\n','Number of rules: 104\n','Number of rules: 117\n','Number of leaves: 142\nSize of the tree: 283\n','Number of leaves: 133\nSize of the tree: 265\n','Number of leaves: 147\nSize of the tree: 293\n','Number of leaves: 132\nSize of the tree: 263\n','Number of leaves: 121\nSize of the tree: 241\n','Number of leaves: 134\nSize of the tree: 267\n','Number of leaves: 127\nSize of the tree: 253\n','Number of leaves: 136\nSize of the tree: 271\n','Number of leaves: 138\nSize of the tree: 275\n','Number of leaves: 130\nSize of the tree: 259\n','Number of leaves: 135\nSize of the tree: 269\n','Number of leaves: 131\nSize of the tree: 261\n','Number of leaves: 140\nSize of the tree: 279\n','Number of leaves: 143\nSize of the tree: 285\n','Number of rules: 136\n','Number of rules: 143\n','Number of rules: 138\n','Number of rules: 129\n','Number of rules: 137\n','Number of rules: 133\n','Number of rules: 146\n','Number of rules: 132\n','Number of rules: 139\n','Number of rules: 135\n','Number of rules: 125\n','Number of rules: 148\n','Number of rules: 128\n','Number of rules: 151\n','Number of rules: 142\n','Number of rules: 127\n','Number of rules: 140\n','Number of rules: 141\n','Number of rules: 144\n','Number of rules: 130\n','Number of rules: 131\n','Number of rules: 150\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 73\nSize of the tree: 145\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 78\nSize of the tree: 155\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 74\nSize of the tree: 147\n','Number of leaves: 75\nSize of the tree: 149\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 69\nSize of the tree: 137\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 76\nSize of the tree: 151\n','Number of rules: 95\n','Number of rules: 97\n','Number of rules: 99\n','Number of rules: 101\n','Number of rules: 90\n','Number of rules: 91\n','Number of rules: 85\n','Number of rules: 86\n','Number of rules: 83\n','Number of rules: 92\n','Number of rules: 98\n','Number of rules: 94\n','Number of rules: 88\n','Number of rules: 89\n','Number of rules: 93\n','Number of rules: 82\n','Number of rules: 87\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 137\nSize of the tree: 273\n','Number of leaves: 71\nSize of the tree: 141\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 66\nSize of the tree: 131\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 65\nSize of the tree: 129\n','Number of rules: 84\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
pacman,10,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1289,144,96,48,0,66.666667,33.333333,0,0.530339,0.146123,0.312997,51.302943,82.915297,284.093181,294.370083,-10.276901,1.972869,2.044237,-0.071367,163.291923,1.133972,57.478297,0.304348,7,0.099174,12,0.900826,109,0.695652,16,0.368421,0.304348,0.333333,0.2221,0.76087,0.345859,0.666667,0.131294,0.868706,0.333333,0.656706,0.666667,0.660091,0.532369,0.859108,0.661311,0.640502,0.666667,0,0.01,0,0.01,0,10,279839,277546,33661,86.111111,31.111111,?,?,?,?
pacman,10,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1289,144,90,54,0,62.5,37.5,0,0.470444,0.162191,0.333148,56.944431,88.253549,284.093181,350.380232,-66.287051,1.972869,2.433196,-0.460327,144.915348,1.006357,51.009795,0.521739,12,0.132231,16,0.867769,105,0.478261,11,0.428571,0.521739,0.470588,0.360549,0.7235,0.344842,0.625,0.150582,0.849418,0.375,0.624216,0.625,0.614156,0.473381,0.815607,0.601773,0.57359,0.625,0,0.01,0,0.01,0,10,279839,277546,33661,84.027778,32.222222,?,?,?,?
pacman,10,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1289,144,88,56,0,61.111111,38.888889,0,0.449444,0.157008,0.330801,55.124734,87.631809,284.093181,360.114356,-76.021175,1.972869,2.500794,-0.527925,151.346814,1.05102,53.273652,0.26087,6,0.115702,14,0.884298,107,0.73913,17,0.3,0.26087,0.27907,0.15378,0.686489,0.273848,0.611111,0.149203,0.850797,0.388889,0.596792,0.611111,0.602966,0.459379,0.827302,0.61579,0.574971,0.611111,0,0.01,0,0.01,0,10,279839,277546,33661,83.333333,31.111111,?,?,?,?
pacman,10,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,99,44,0,69.230769,30.769231,0,0.56565,0.140311,0.3036,49.339855,80.567805,280.890188,284.635848,-3.74566,1.964267,1.99046,-0.026193,164.796561,1.152424,58.66939,0.521739,12,0.108333,13,0.891667,107,0.478261,11,0.48,0.521739,0.5,0.399871,0.726993,0.346023,0.692308,0.119202,0.880798,0.307692,0.693289,0.692308,0.690151,0.573876,0.863264,0.683725,0.69416,0.692308,0.001,0.009,0,0.01,0,10,280052,277759,33448,87.412587,31.608392,?,?,?,?
pacman,10,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,90,53,0,62.937063,37.062937,0,0.484141,0.15251,0.321684,53.629642,85.366991,280.890188,342.96564,-62.075451,1.964267,2.398361,-0.434094,154.857409,1.082919,55.130943,0.304348,7,0.108333,13,0.891667,107,0.695652,16,0.35,0.304348,0.325581,0.207623,0.689493,0.383175,0.629371,0.130447,0.869553,0.370629,0.639298,0.629371,0.631054,0.497691,0.833031,0.640366,0.641618,0.629371,0,0.01,0,0.01,0,10,280052,277759,33448,83.916084,31.468531,?,?,?,?
pacman,10,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,102,41,0,71.328671,28.671329,0,0.598782,0.133792,0.302213,47.047314,80.199792,280.890188,317.221408,-36.33122,1.964267,2.218332,-0.254064,169.04255,1.182116,60.181009,0.434783,10,0.066667,8,0.933333,112,0.565217,13,0.555556,0.434783,0.487805,0.407707,0.755254,0.417125,0.713287,0.104384,0.895616,0.286713,0.718849,0.713287,0.712299,0.607479,0.862167,0.695605,0.720435,0.713287,0.001,0.009,0,0,0,0,280052,277759,33448,84.615385,29.79021,?,?,?,?
pacman,10,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,89,54,0,62.237762,37.762238,0,0.467007,0.159168,0.327936,55.970734,87.026161,280.890188,356.731754,-75.841566,1.964267,2.494628,-0.530361,147.134255,1.028911,52.381415,0.347826,8,0.125,15,0.875,105,0.652174,15,0.347826,0.347826,0.347826,0.222826,0.707609,0.311863,0.622378,0.157892,0.842108,0.377622,0.62216,0.622378,0.622166,0.465329,0.815965,0.61107,0.66211,0.622378,0,0.01,0,0.01,0,10,280052,277759,33448,83.216783,32.167832,?,?,?,?
pacman,10,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,97,46,0,67.832168,32.167832,0,0.548307,0.141943,0.302692,49.913584,80.32705,280.890188,305.626695,-24.736507,1.964267,2.13725,-0.172983,161.686912,1.130678,57.562321,0.434783,10,0.15,18,0.85,102,0.565217,13,0.357143,0.434783,0.392157,0.263657,0.675362,0.346423,0.678322,0.117371,0.882629,0.321678,0.691764,0.678322,0.681979,0.564695,0.853046,0.684337,0.688331,0.678322,0,0.01,0,0.01,0,10,280052,277759,33448,86.013986,32.167832,?,?,?,?
pacman,10,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,97,46,0,67.832168,32.167832,0,0.544365,0.146927,0.317551,51.573794,84.100745,282.420164,347.295236,-64.875072,1.974966,2.428638,-0.453672,159.090055,1.112518,56.330983,0.478261,11,0.141667,17,0.858333,103,0.521739,12,0.392857,0.478261,0.431373,0.311626,0.708696,0.343906,0.678322,0.129362,0.870638,0.321678,0.691669,0.678322,0.678514,0.558615,0.835918,0.640871,0.692982,0.678322,0.001,0.009,0,0.01,0,10,280052,277759,33448,83.216783,31.188811,?,?,?,?
pacman,10,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,91,52,0,63.636364,36.363636,0,0.488794,0.154598,0.321561,54.338912,85.290535,281.455456,309.397717,-27.942261,1.96822,2.16362,-0.1954,155.784003,1.089399,55.349434,0.454545,10,0.140496,17,0.859504,104,0.545455,12,0.37037,0.454545,0.408163,0.289529,0.766905,0.410106,0.636364,0.146436,0.853564,0.363636,0.65165,0.636364,0.639738,0.496561,0.822972,0.619741,0.647971,0.636364,0,0.009,0,0.01,0,10,280052,277759,33448,86.713287,32.587413,?,?,?,?
pacman,1,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1289,144,92,52,0,63.888889,36.111111,0,0.493643,0.157977,0.312707,55.46503,82.838663,284.093181,255.662498,28.430683,1.972869,1.775434,0.197435,151.752054,1.053834,53.416296,0.304348,7,0.090909,11,0.909091,110,0.695652,16,0.388889,0.304348,0.341463,0.236433,0.704995,0.307522,0.638889,0.12895,0.87105,0.361111,0.631883,0.638889,0.632147,0.505503,0.862431,0.672727,0.578713,0.638889,0.001,0.011,0,0.01,0,10,280103,277546,33661,91.666667,37.5,?,?,?,?
pacman,1,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1289,144,96,48,0,66.666667,33.333333,0,0.531422,0.159191,0.309255,55.891158,81.92419,284.093181,283.95648,0.136701,1.972869,1.97192,0.000949,155.757193,1.081647,54.826093,0.434783,10,0.07438,9,0.92562,112,0.565217,13,0.526316,0.434783,0.47619,0.390133,0.774704,0.369724,0.666667,0.134828,0.865172,0.333333,0.667048,0.666667,0.665625,0.53276,0.846103,0.659631,0.686761,0.666667,0.001,0.01,0,0.02,0,20,280103,277546,33661,89.583333,38.194444,?,?,?,?
pacman,1,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1289,144,95,49,0,65.972222,34.027778,0,0.520652,0.154557,0.308232,54.264253,81.653203,284.093181,239.137954,44.955227,1.972869,1.66068,0.312189,156.623956,1.087666,55.131191,0.304348,7,0.066116,8,0.933884,113,0.695652,16,0.466667,0.304348,0.368421,0.285704,0.768595,0.366823,0.659722,0.140534,0.859466,0.340278,0.649042,0.659722,0.649769,0.515101,0.859704,0.686377,0.649225,0.659722,0,0.01,0,0.01,0,10,280103,277546,33661,92.361111,37.916667,?,?,?,?
pacman,1,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,98,45,0,68.531469,31.468531,0,0.547118,0.148657,0.300744,52.274472,79.810056,280.890188,245.541577,35.348611,1.964267,1.717074,0.247193,155.878904,1.090062,55.494606,0.391304,9,0.091667,11,0.908333,109,0.608696,14,0.45,0.391304,0.418605,0.317383,0.800181,0.452911,0.685315,0.135668,0.864332,0.314685,0.669819,0.685315,0.669792,0.551098,0.869133,0.688739,0.640835,0.685315,0,0.011,0,0.01,0,10,280316,277759,33448,91.608392,36.083916,?,?,?,?
pacman,1,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,94,49,0,65.734266,34.265734,0,0.514919,0.152236,0.302631,53.533256,80.310643,280.890188,249.983012,30.907176,1.964267,1.748133,0.216134,156.759116,1.096218,55.807971,0.434783,10,0.125,15,0.875,105,0.565217,13,0.4,0.434783,0.416667,0.299641,0.790399,0.409638,0.657343,0.142131,0.857869,0.342657,0.664154,0.657343,0.655508,0.519308,0.858473,0.690866,0.663328,0.657343,0,0.011,0,0.01,0,10,280316,277759,33448,91.608392,37.202797,?,?,?,?
pacman,1,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,91,52,0,63.636364,36.363636,0,0.48618,0.160702,0.306379,56.510115,81.305273,280.890188,200.678175,80.212014,1.964267,1.403344,0.560923,148.846634,1.040886,52.991041,0.304348,7,0.133333,16,0.866667,104,0.695652,16,0.304348,0.304348,0.304348,0.171014,0.714674,0.315251,0.636364,0.141429,0.858571,0.363636,0.631451,0.636364,0.63129,0.493664,0.864136,0.676914,0.620405,0.636364,0,0.011,0.01,0,10,0,280316,277759,33448,95.804196,39.440559,?,?,?,?
pacman,1,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,89,54,0,62.237762,37.762238,0,0.461581,0.157433,0.313027,55.360513,83.069572,280.890188,211.164885,69.725303,1.964267,1.476678,0.48759,150.935812,1.055495,53.734811,0.304348,7,0.075,9,0.925,111,0.695652,16,0.4375,0.304348,0.358974,0.267293,0.854167,0.479946,0.622378,0.156352,0.843648,0.377622,0.609136,0.622378,0.612913,0.465339,0.871216,0.68539,0.606078,0.622378,0,0.011,0,0.01,0,10,280316,277759,33448,94.405594,37.062937,?,?,?,?
pacman,1,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,104,39,0,72.727273,27.272727,0,0.612547,0.129783,0.267211,45.637681,70.91112,280.890188,167.856532,113.033656,1.964267,1.173822,0.790445,176.220852,1.232314,62.736564,0.478261,11,0.058333,7,0.941667,113,0.521739,12,0.611111,0.478261,0.536585,0.465091,0.844203,0.562576,0.727273,0.11843,0.88157,0.272727,0.723757,0.727273,0.723788,0.61172,0.914433,0.784849,0.743629,0.727273,0,0.01,0,0.01,0,10,280316,277759,33448,95.804196,37.062937,?,?,?,?
pacman,1,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,93,50,0,65.034965,34.965035,0,0.503851,0.161661,0.322596,56.745485,85.436874,282.420164,329.632772,-47.212607,1.974966,2.305124,-0.330158,147.838117,1.033833,52.34687,0.391304,9,0.108333,13,0.891667,107,0.608696,14,0.409091,0.391304,0.4,0.288133,0.702899,0.342997,0.65035,0.144137,0.855863,0.34965,0.644738,0.65035,0.646373,0.509484,0.827869,0.629552,0.661491,0.65035,0,0.011,0,0.01,0,10,280316,277759,33448,86.713287,36.083916,?,?,?,?
pacman,1,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,102,41,0,71.328671,28.671329,0,0.589368,0.143439,0.284769,50.416866,75.531969,281.455456,222.254581,59.200875,1.96822,1.554228,0.413992,162.401244,1.135673,57.700514,0.409091,9,0.07438,9,0.92562,112,0.590909,13,0.5,0.409091,0.45,0.364068,0.767468,0.458882,0.713287,0.116059,0.883941,0.286713,0.699287,0.713287,0.69899,0.598211,0.890251,0.725722,0.664492,0.713287,0,0.011,0,0.01,0,10,280316,277759,33448,93.006993,38.321678,?,?,?,?
pacman,2,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1289,144,96,48,0,66.666667,33.333333,0,0.533603,0.15334,0.30486,53.836968,80.759813,284.093181,247.741302,36.351879,1.972869,1.720426,0.252444,157.94289,1.096826,55.595453,0.434783,10,0.107438,13,0.892562,108,0.565217,13,0.434783,0.434783,0.434783,0.327345,0.729249,0.349909,0.666667,0.133798,0.866202,0.333333,0.668895,0.666667,0.666297,0.531911,0.860778,0.689154,0.674572,0.666667,0.001,0.01,0,0.01,0,10,279855,277546,33661,91.666667,37.638889,?,?,?,?
pacman,2,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1289,144,101,43,0,70.138889,29.861111,0,0.581452,0.145181,0.28721,50.972353,76.084164,284.093181,203.681926,80.411255,1.972869,1.414458,0.558411,162.248761,1.126728,57.111107,0.434783,10,0.099174,12,0.900826,109,0.565217,13,0.454545,0.434783,0.444444,0.341743,0.754402,0.408051,0.701389,0.108131,0.891869,0.298611,0.707429,0.701389,0.698754,0.594839,0.890056,0.732016,0.685199,0.701389,0,0.011,0,0.01,0,10,279855,277546,33661,94.444444,38.055556,?,?,?,?
pacman,2,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1289,144,98,46,0,68.055556,31.944444,0,0.537462,0.153826,0.301273,54.007635,79.809614,284.093181,251.862279,32.230902,1.972869,1.749044,0.223826,155.272167,1.078279,54.655366,0.217391,5,0.07438,9,0.92562,112,0.782609,18,0.357143,0.217391,0.27027,0.176844,0.742185,0.347756,0.680556,0.142246,0.857754,0.319444,0.655194,0.680556,0.660634,0.542399,0.856843,0.675293,0.659816,0.680556,0.001,0.01,0,0.01,0,10,279855,277546,33661,91.666667,38.472222,?,?,?,?
pacman,2,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,97,46,0,67.832168,32.167832,0,0.543955,0.151171,0.293413,53.158567,77.864418,280.890188,180.510784,100.379404,1.964267,1.262313,0.701954,156.249663,1.092655,55.6266,0.347826,8,0.058333,7,0.941667,113,0.652174,15,0.533333,0.347826,0.421053,0.34709,0.80779,0.383952,0.678322,0.128143,0.871857,0.321678,0.669887,0.678322,0.669323,0.548886,0.886683,0.706988,0.652636,0.678322,0,0.011,0,0.01,0,10,280068,277759,33448,95.804196,38.741259,?,?,?,?
pacman,2,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,99,44,0,69.230769,30.769231,0,0.566039,0.153059,0.301931,53.822598,80.125115,280.890188,229.776192,51.113997,1.964267,1.606827,0.357441,157.607556,1.102151,56.110025,0.434783,10,0.083333,10,0.916667,110,0.565217,13,0.5,0.434783,0.465116,0.372263,0.774819,0.39732,0.692308,0.113822,0.886178,0.307692,0.689634,0.692308,0.686457,0.577052,0.879438,0.690796,0.648416,0.692308,0,0.01,0.01,0.01,10,10,280068,277759,33448,93.006993,37.762238,?,?,?,?
pacman,2,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220303.2118,1290,143,96,47,0,67.132867,32.867133,0,0.537249,0.151172,0.303911,53.158911,80.650532,280.890188,240.263785,40.626403,1.964267,1.680166,0.284101,158.041353,1.105184,56.264462,0.434783,10,0.108333,13,0.891667,107,0.565217,13,0.434783,0.434783,0.434783,0.326449,0.776449,0.372283,0.671329,0.124105,0.875895,0.328671,0.669162,0.671329,0.666815,0.545106,0.87786,0.707172,0.637412,0.671329,0,0.01,0,0.01,0,10,280068,277759,33448,92.307692,36.643357,?,?,?,?
