@relation InstanceResultListener

@attribute Key_Dataset {pacman,pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.lazy.IBk,weka.classifiers.rules.PART,weka.classifiers.rules.ZeroR,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',''}
@attribute Key_Scheme_version_ID {-217733168393644444,-3080186098777067172,8121455039782598361,48055541465867954,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 75\nSize of the tree: 149\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 76\nSize of the tree: 151\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 78\nSize of the tree: 155\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 73\nSize of the tree: 145\n','Number of leaves: 102\nSize of the tree: 203\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 71\nSize of the tree: 141\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 34\nSize of the tree: 67\n','Number of rules: 75\n','Number of rules: 92\n','Number of rules: 81\n','Number of rules: 90\n','Number of rules: 87\n','Number of rules: 88\n','Number of rules: 78\n','Number of rules: 77\n','Number of rules: 83\n','Number of rules: 91\n','Number of rules: 106\n','Number of rules: 98\n','Number of rules: 112\n','Number of rules: 99\n','Number of rules: 89\n','Number of rules: 80\n','Number of rules: 95\n','Number of rules: 74\n','Number of rules: 82\n','Number of rules: 84\n','Number of rules: 102\n','Number of rules: 79\n','Number of rules: 70\n','Number of rules: 96\n','Number of rules: 85\n','Number of rules: 94\n','Number of rules: 86\n','Number of rules: 104\n','Number of rules: 101\n','Number of rules: 67\n','Number of rules: 76\n','Number of rules: 97\n','Number of rules: 100\n','Number of rules: 42\n','Number of rules: 55\n','Number of rules: 57\n','Number of rules: 52\n','Number of rules: 44\n','Number of rules: 56\n','Number of rules: 41\n','Number of rules: 54\n','Number of rules: 43\n','Number of rules: 48\n','Number of rules: 53\n','Number of rules: 46\n','Number of rules: 61\n','Number of rules: 59\n','Number of rules: 50\n','Number of rules: 45\n','Number of rules: 47\n','Number of rules: 51\n','Number of rules: 60\n','Number of rules: 49\n','Number of rules: 58\n','Number of rules: 62\n','Number of rules: 65\n','Number of rules: 40\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,47.070731,32.24359,0,59.347077,40.652923,0,0.492078,0.163438,0.401403,51.073844,100.349726,184.166742,294.848037,-110.681295,2.321986,3.717463,-1.395477,98.665089,1.243976,53.573782,0.590909,9.1,0.092425,5.907309,0.907575,58.007012,0.409091,6.3,0.606371,0.590909,0.59854,0.503419,0.788112,0.473451,0.593471,0.101492,0.898508,0.406529,0.601181,0.593471,0.588701,0.494136,0.807575,0.525291,0.589941,0.593471,0,0.002,0,0.01,0,10,157177,154764,19935,59.347077,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,51.901727,27.412594,0,65.438027,34.561973,0,0.56828,0.140061,0.367735,43.768642,91.932859,184.166742,242.526648,-58.359906,2.321986,3.057791,-0.735805,111.602896,1.407096,60.598833,0.590909,9.1,0.085939,5.49274,0.914061,58.421581,0.409091,6.3,0.623598,0.590909,0.606814,0.515504,0.767934,0.490512,0.65438,0.085926,0.914074,0.34562,0.700974,0.65438,0.655321,0.585884,0.847324,0.593197,0.655842,0.65438,0,0.003,0,0,0,0,157177,154764,19935,66.320592,20.549335,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,48.839858,30.474463,0,61.577603,38.422397,0,0.519572,0.15448,0.390257,48.274537,97.563279,184.166742,279.26649,-95.099749,2.321986,3.52101,-1.199024,103.380951,1.303434,56.13443,0.363636,5.6,0.092425,5.907309,0.907575,58.007012,0.636364,9.8,0.486647,0.363636,0.416244,0.304609,0.687064,0.339059,0.615776,0.095964,0.904036,0.384224,0.618222,0.615776,0.613345,0.520648,0.829758,0.548746,0.612151,0.615776,0,0.003,0,0.01,0,10,157177,154764,19935,61.577603,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,41.009366,38.304955,0,51.704869,48.295131,0,0.397242,0.193736,0.437407,60.541977,109.350752,184.166742,346.859047,-162.692306,2.321986,4.373221,-2.051235,82.711731,1.042835,44.911329,0.5,7.7,0.198157,12.665081,0.801843,51.24924,0.5,7.7,0.378098,0.5,0.430588,0.273312,0.698055,0.313876,0.517049,0.119443,0.880557,0.482951,0.550852,0.517049,0.510309,0.409146,0.770184,0.46798,0.511167,0.517049,0,0.002,0,0,0,0,157177,154764,19935,51.704869,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,78.535816,43.054259,35.481557,0,54.821177,45.178823,0,0.434074,0.183224,0.424081,57.25596,106.017295,182.366733,324.732016,-142.365283,2.322084,4.134827,-1.812743,87.721581,1.116963,48.101745,0.565217,9.1,0.266945,16.666939,0.733055,45.768877,0.434783,7,0.353166,0.565217,0.434711,0.256462,0.682515,0.314544,0.548212,0.114137,0.885863,0.451788,0.559055,0.548212,0.542057,0.438815,0.78175,0.486551,0.538792,0.548212,0,0.003,0,0,0,0,157177,154764,19935,54.821177,20.21544,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,78.535816,50.400461,28.135355,0,64.175129,35.824871,0,0.552207,0.146435,0.375933,45.75978,93.980807,182.366733,254.457022,-72.090289,2.322084,3.240012,-0.917929,107.30026,1.366259,58.837628,0.391304,6.3,0.043834,2.736826,0.956166,59.69899,0.608696,9.8,0.697147,0.391304,0.501257,0.439592,0.747358,0.461859,0.641751,0.089765,0.910235,0.358249,0.660712,0.641751,0.64027,0.558778,0.849047,0.577075,0.641389,0.641751,0,0.003,0,0.01,0,10,157177,154764,19935,65.066442,20.609143,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,78.320106,45.283397,33.036709,0,57.818355,42.181645,0,0.470886,0.169552,0.408859,52.982914,102.210768,181.871666,301.620255,-119.748589,2.322158,3.851122,-1.528964,94.348729,1.204655,51.87654,0.652174,10.5,0.203589,12.667318,0.796411,49.552788,0.347826,5.6,0.453225,0.652174,0.534796,0.397193,0.73382,0.385806,0.578184,0.107532,0.892468,0.421816,0.583809,0.578184,0.564822,0.472605,0.791451,0.504532,0.56056,0.578184,0,0.002,0,0,0,0,157177,154764,19935,57.818355,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.168332,51.227526,27.940806,0,64.707093,35.292907,0,0.558616,0.144268,0.374977,45.083274,93.74294,183.829847,257.938127,-74.108281,2.322012,3.258097,-0.936085,108.970228,1.376437,59.277767,0.521739,8.4,0.184177,11.615759,0.815823,51.452573,0.478261,7.7,0.419669,0.521739,0.465171,0.312607,0.737879,0.35907,0.647071,0.088105,0.911895,0.352929,0.65665,0.647071,0.646656,0.562818,0.834585,0.573243,0.644874,0.647071,0,0.002,0,0,0,0,157177,154764,19935,64.707093,20.373509,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.168332,47.132385,32.035947,0,59.534392,40.465608,0,0.494306,0.164486,0.401387,51.401166,100.345261,183.829847,291.552166,-107.722319,2.322012,3.682687,-1.360674,98.20854,1.240503,53.42361,0.478261,7.7,0.183981,11.603382,0.816019,51.46495,0.521739,8.4,0.398894,0.478261,0.434987,0.275852,0.694648,0.328969,0.595344,0.101118,0.898882,0.404656,0.619159,0.595344,0.59411,0.502997,0.811024,0.521317,0.594807,0.595344,0,0.003,0,0,0,0,157177,154764,19935,59.534392,20.213719,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,711,79.798611,51.772589,28.026022,0,64.87906,35.12094,0,0.5609,0.141482,0.373072,44.212219,93.266257,185.295663,255.857157,-70.561493,2.322041,3.206286,-0.884245,110.893498,1.389667,59.846786,0.608696,9.8,0.036457,2.322257,0.963543,61.376354,0.391304,6.3,0.80843,0.608696,0.694487,0.639801,0.804511,0.601644,0.648791,0.088415,0.911585,0.351209,0.682632,0.648791,0.655519,0.574911,0.844612,0.590218,0.656862,0.648791,0,0.003,0,0,0,0,156828,154551,20148,64.87906,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.168332,44.803581,34.364751,0,56.592807,43.407193,0,0.45711,0.174357,0.414808,54.48596,103.700593,183.829847,314.934161,-131.104314,2.322012,3.978032,-1.65602,92.769592,1.171802,50.464924,0.608696,9.8,0.234519,14.790716,0.765481,48.277616,0.391304,6.3,0.398524,0.608696,0.481682,0.325464,0.72449,0.34987,0.565928,0.10892,0.89108,0.434072,0.575964,0.565928,0.561955,0.461066,0.7802,0.494165,0.561542,0.565928,0,0.003,0,0,0,0,157041,154764,19935,56.592807,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.168332,48.128837,31.039495,0,60.793042,39.206958,0,0.510053,0.157637,0.394189,49.26094,98.545816,183.829847,283.482995,-99.653149,2.322012,3.580763,-1.25875,101.530085,1.282458,55.230468,0.434783,7,0.117144,7.388051,0.882856,55.680281,0.565217,9.1,0.486515,0.434783,0.459196,0.331536,0.74876,0.379539,0.60793,0.097633,0.902367,0.39207,0.620588,0.60793,0.610373,0.515611,0.82085,0.536003,0.610043,0.60793,0,0.003,0,0.01,0,10,157041,154764,19935,60.793042,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,46.235763,33.078558,0,58.294344,41.705656,0,0.478915,0.169771,0.407393,53.052846,101.847285,184.166742,302.916171,-118.74943,2.321986,3.819186,-1.4972,95.74287,1.207132,51.987057,0.454545,7,0.161788,10.340587,0.838212,53.573734,0.545455,8.4,0.403677,0.454545,0.427604,0.280176,0.660927,0.314968,0.582943,0.103704,0.896296,0.417057,0.599826,0.582943,0.585812,0.485949,0.806656,0.517057,0.585403,0.582943,0,0.002,0,0,0,0,157041,154764,19935,58.294344,20.372822,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,49.605105,29.709216,0,62.542432,37.457568,0,0.532025,0.154881,0.387266,48.399866,96.815476,184.166742,271.797312,-87.63057,2.321986,3.426838,-1.104852,103.870668,1.309608,56.40034,0.454545,7,0.145177,9.278888,0.854823,54.635433,0.545455,8.4,0.430005,0.454545,0.441935,0.302992,0.696605,0.332594,0.625424,0.092898,0.907102,0.374576,0.644324,0.625424,0.629354,0.540382,0.831172,0.550469,0.628509,0.625424,0,0.002,0,0.01,0,10,157041,154764,19935,62.542432,20.586147,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,56.432598,22.881723,0,71.150578,28.849422,0,0.639298,0.119389,0.339843,37.308575,84.959847,184.166742,211.360065,-27.193323,2.321986,2.664841,-0.342855,122.318648,1.542201,66.417338,0.5,7.7,0.082529,5.274793,0.917471,58.639528,0.5,7.7,0.593458,0.5,0.542735,0.446426,0.758056,0.425606,0.711506,0.071868,0.928132,0.288494,0.714951,0.711506,0.71176,0.641128,0.873127,0.632302,0.710362,0.711506,0,0.002,0,0,0,0,157041,154764,19935,71.150578,20.389839,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,44.685464,34.628857,0,56.339717,43.660283,0,0.454833,0.175282,0.416012,54.775043,104.001868,184.166742,317.651161,-133.48442,2.321986,4.004966,-1.68298,92.422728,1.165272,50.184266,0.545455,8.4,0.247429,15.814239,0.752571,48.100082,0.454545,7,0.346903,0.545455,0.42409,0.255978,0.663869,0.299028,0.563397,0.107914,0.892086,0.436603,0.598544,0.563397,0.566411,0.469092,0.808734,0.51888,0.565829,0.563397,0,0.002,0,0,0,0,157041,154764,19935,56.339717,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,78.535816,48.525838,30.009978,0,61.788163,38.211837,0,0.521618,0.154552,0.386952,48.296184,96.735337,182.366733,268.37496,-86.008227,2.322084,3.41723,-1.095147,103.010169,1.311633,56.485175,0.695652,11.2,0.172565,10.774244,0.827435,51.661572,0.304348,4.9,0.509688,0.695652,0.588324,0.47042,0.811342,0.455226,0.617882,0.096544,0.903456,0.382118,0.630695,0.617882,0.613582,0.526368,0.818009,0.537537,0.612486,0.617882,0,0.003,0,0,0,0,157041,154764,19935,62.679476,20.55478,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,78.535816,43.832764,34.703052,0,55.812451,44.187549,0,0.446586,0.177446,0.418474,55.450305,104.615595,182.366733,316.418142,-134.051408,2.322084,4.028966,-1.706882,90.441167,1.151591,49.593018,0.521739,8.4,0.1893,11.819092,0.8107,50.616724,0.478261,7.7,0.415449,0.521739,0.462567,0.306948,0.666486,0.335071,0.558125,0.111855,0.888145,0.441875,0.570584,0.558125,0.555148,0.451159,0.790954,0.495115,0.553551,0.558125,0,0.002,0,0,0,0,157041,154764,19935,55.812451,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,9,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,78.535816,45.535763,33.000053,0,57.980887,42.019113,0,0.474266,0.168772,0.408064,52.739926,102.01326,182.366733,300.687798,-118.321065,2.322084,3.828671,-1.506587,94.919266,1.208611,52.048564,0.391304,6.3,0.107894,6.736447,0.892106,55.699369,0.608696,9.8,0.483261,0.391304,0.432448,0.307502,0.682431,0.371083,0.579809,0.106014,0.893986,0.420191,0.598528,0.579809,0.583401,0.482121,0.815615,0.529364,0.584023,0.579809,0,0.003,0,0.01,0,10,157041,154764,19935,57.980887,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,10,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,711,79.798611,44.24957,35.549041,0,55.451554,44.548446,0,0.442666,0.178869,0.420166,55.895664,105.039447,185.295663,324.103836,-138.808173,2.322041,4.061522,-1.739481,91.106437,1.141705,49.168143,0.521739,8.4,0.218583,13.923402,0.781417,49.775209,0.478261,7.7,0.376287,0.521739,0.437234,0.271034,0.660691,0.312399,0.554516,0.112482,0.887518,0.445484,0.572845,0.554516,0.554491,0.449752,0.79351,0.49514,0.555475,0.554516,0,0.002,0,0,0,0,156828,154551,20148,55.451554,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,10,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,48.154472,31.159849,0,60.713464,39.286536,0,0.508611,0.157925,0.394764,49.351142,98.690103,184.166742,289.736832,-105.570091,2.321986,3.65302,-1.331034,101.57705,1.28069,55.154937,0.318182,4.9,0.115558,7.385814,0.884442,56.528507,0.681818,10.5,0.398834,0.318182,0.353972,0.221523,0.633091,0.287948,0.607135,0.098363,0.901637,0.392865,0.599894,0.607135,0.601553,0.505405,0.814292,0.531209,0.600142,0.607135,0,0.003,0,0,0,0,157041,154764,19935,60.713464,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,10,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,50.446784,28.867537,0,63.603626,36.396374,0,0.545218,0.146475,0.37983,45.772938,94.956433,184.166742,264.431242,-80.264501,2.321986,3.333966,-1.01198,107.58671,1.35646,58.4181,0.590909,9.1,0.142031,9.077792,0.857969,54.836529,0.409091,6.3,0.500611,0.590909,0.542025,0.422442,0.749994,0.402725,0.636036,0.090512,0.909488,0.363964,0.641537,0.636036,0.637357,0.547697,0.835077,0.561424,0.636971,0.636036,0,0.002,0,0.01,0,10,157041,154764,19935,63.603626,20,?,?,?,?
pacman-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,10,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220307.1054,712,79.314321,47.070731,32.24359,0,59.347077,40.652923,0,0.492449,0.163431,0.401358,51.071586,100.338535,184.166742,293.312772,-109.146031,2.321986,3.698106,-1.37612,98.667159,1.244002,53.574906,0.590909,9.1,0.194747,12.447134,0.805253,51.467187,0.409091,6.3,0.42233,0.590909,0.492596,0.352287,0.723018,0.35277,0.593471,0.100582,0.899418,0.406529,0.609642,0.593471,0.587427,0.497448,0.818259,0.532593,0.587897,0.593471,0.001,0.002,0,0,0,0,157041,154764,19935,59.347077,20,?,?,?,?
