map,game,num_actions,time(s)
openHunt,0,28,3.0055673990000287
openHunt,1,35,2.951282051999442
openHunt,2,REMOVE
-58,3.0380769840003268
openHunt,3,REMOVE
-66,2.935338786999637
openHunt,4,28,2.744092861000354
openHunt,5,39,2.9487479339995843
openHunt,6,REMOVE
-64,2.921891408999727
openHunt,7,REMOVE
-42,3.2009752369995113
openHunt,8,34,2.890677782000239
openHunt,9,43,2.882939372000692
openHunt,10,REMOVE
-75,2.59754651700041
openHunt,11,33,2.8241623009998875
openHunt,12,30,2.7362848689999737
openHunt,13,25,2.6595702860004167
openHunt,14,37,2.922871386999759
openHunt,15,43,3.051782944000479
openHunt,16,32,2.88206018999972
openHunt,17,26,2.7544623759995375
openHunt,18,26,2.8001337220002824
openHunt,19,22,2.714062273000309
openHunt,20,REMOVE
-60,3.0139352209998833
openHunt,21,32,2.810576275999665
openHunt,22,REMOVE
-65,2.8138891910002712
openHunt,23,REMOVE
-69,2.8741635399992447
openHunt,24,34,2.8913297210001474
Average Score: 798.08
Scores:        772, 765, 858, 866, 772, 761, 864, 842, 766, 757, 875, 767, 770, 775, 763, 757, 768, 774, 774, 778, 860, 768, 865, 869, 766
Win Rate:      25/25 (1.00)
Record:        Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win, Win
